epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
242,1605.93,0.75864,0.53109,0.18913,0.4682,1.15172,0.9652,1,0.99252,0.74632,0.94357,0.97778,0.96202,0.95097,0.87959,0.24851,0.01677,0.3959,1.30451,0.00140352,0.00140352,0.00140352
243,1611.59,0.75826,0.41752,0.1677,0.4765,1.16526,0.9507,1,0.99177,0.75892,0.93979,0.98889,0.97761,0.95107,0.85639,0.24943,0.02188,0.38784,1.3361,0.00140105,0.00140105,0.00140105
244,1617.44,0.74652,0.44124,0.1699,0.48268,1.15829,0.96237,1,0.99129,0.73038,0.95139,0.98889,0.97708,0.9442,0.90476,0.23987,0.02428,0.38725,1.37268,0.00139858,0.00139858,0.00139858
245,1623.1,0.77745,0.41906,0.15772,0.48167,1.16591,0.96198,1,0.98958,0.73105,0.95117,0.98889,0.97688,0.96427,0.89999,0.19386,0.04715,0.41553,1.32851,0.0013961,0.0013961,0.0013961
246,1628.76,0.75882,0.48419,0.1654,0.47963,1.1468,0.92809,1,0.98219,0.69646,0.91778,0.98889,0.96943,0.93984,0.96258,0.21079,0.03145,0.46953,1.35651,0.00139362,0.00139362,0.00139362
247,1634.46,0.74698,0.37754,0.15081,0.46194,1.1506,0.94419,1,0.98427,0.73187,0.93361,0.98889,0.97225,0.93803,0.90663,0.22714,0.01981,0.43612,1.34572,0.00139115,0.00139115,0.00139115
248,1640.12,0.75507,0.42411,0.17083,0.48898,1.163,0.96627,1,0.98586,0.7197,0.9448,0.97778,0.9583,0.9407,0.94188,0.21185,0.01279,0.4196,1.34977,0.00138867,0.00138867,0.00138867
249,1645.79,0.73553,0.36511,0.17122,0.45658,1.14772,0.96292,1,0.98879,0.71571,0.94152,0.97778,0.9604,0.94486,0.91115,0.23036,0.01264,0.40732,1.36766,0.0013862,0.0013862,0.0013862
250,1651.45,0.7638,0.44274,0.15919,0.47167,1.14428,0.9782,0.99712,0.99258,0.74416,0.9673,0.98601,0.97948,0.94689,0.91983,0.20983,0.01159,0.40518,1.33565,0.00138372,0.00138372,0.00138372
251,1657.1,0.76303,0.48878,0.1734,0.47957,1.16283,0.96726,0.98488,0.98785,0.73999,0.95635,0.97389,0.97503,0.93821,0.89466,0.23858,0.01713,0.41512,1.32523,0.00138125,0.00138125,0.00138125
252,1662.81,0.72066,0.50452,0.16557,0.45579,1.14217,0.96669,1,0.99072,0.73138,0.94508,0.97778,0.95804,0.93505,0.90983,0.28607,0.01039,0.40187,1.33115,0.00137878,0.00137878,0.00137878
253,1668.55,0.73102,0.38984,0.14862,0.45582,1.16183,0.97675,1,0.99261,0.7432,0.95504,0.97778,0.96278,0.94858,0.88969,0.20393,0.01785,0.37119,1.33924,0.0013763,0.0013763,0.0013763
254,1674.23,0.7484,0.4141,0.15128,0.47533,1.13199,0.96562,1,0.9927,0.74367,0.95489,0.98889,0.97987,0.92863,0.89874,0.237,0.01327,0.38329,1.3408,0.00137383,0.00137383,0.00137383
255,1679.88,0.76935,0.417,0.15441,0.48078,1.17516,0.9663,1,0.99022,0.74498,0.95548,0.98889,0.97748,0.96235,0.89568,0.16584,0.01706,0.37499,1.34909,0.00137135,0.00137135,0.00137135
256,1685.54,0.7322,0.41556,0.1443,0.47436,1.12942,0.9645,1,0.98873,0.72252,0.94307,0.97778,0.96089,0.94423,0.91605,0.21722,0.01798,0.4047,1.37231,0.00136888,0.00136888,0.00136888
257,1691.19,0.72422,0.40193,0.15075,0.47877,1.12965,0.96627,1,0.98959,0.7232,0.9448,0.97778,0.95698,0.92126,0.91383,0.28825,0.02304,0.40944,1.37199,0.0013664,0.0013664,0.0013664
258,1696.87,0.72852,0.39664,0.14799,0.46871,1.15704,0.96612,1,0.99154,0.72832,0.95538,0.98889,0.97892,0.96095,0.90695,0.19335,0.02928,0.38989,1.3708,0.00136392,0.00136392,0.00136392
259,1702.54,0.71763,0.38952,0.1554,0.46555,1.12571,0.95398,1,0.98599,0.73115,0.95672,1,0.98661,0.94108,0.90517,0.21706,0.01599,0.42461,1.34265,0.00136145,0.00136145,0.00136145
260,1708.19,0.74743,0.40034,0.15255,0.46997,1.14455,0.94255,1,0.98305,0.70637,0.92126,0.97778,0.9518,0.92693,0.98579,0.23358,0.02028,0.44337,1.38257,0.00135898,0.00135898,0.00135898
261,1713.84,0.76459,0.48692,0.1525,0.4838,1.16252,0.96243,1,0.98955,0.73893,0.94104,0.97778,0.95947,0.94681,0.90048,0.23549,0.02891,0.39272,1.33937,0.0013565,0.0013565,0.0013565
262,1719.51,0.71958,0.41506,0.18218,0.45436,1.15427,0.96586,1,0.99001,0.73965,0.95513,0.98889,0.97701,0.94577,0.90978,0.23333,0.03211,0.41967,1.38532,0.00135403,0.00135403,0.00135403
263,1725.18,0.75177,0.4861,0.17725,0.48217,1.16961,0.94418,1,0.98868,0.72237,0.92311,0.97778,0.95987,0.93055,0.93901,0.26195,0.02264,0.41861,1.39679,0.00135155,0.00135155,0.00135155
264,1730.84,0.72357,0.35593,0.15203,0.46242,1.13958,0.95657,1,0.99109,0.73463,0.93531,0.97778,0.96503,0.93988,0.94297,0.21895,0.01259,0.41057,1.41277,0.00134908,0.00134908,0.00134908
265,1736.5,0.73741,0.44816,0.14597,0.47672,1.13951,0.97052,1,0.9901,0.73025,0.95974,0.98889,0.97621,0.93781,0.88568,0.19984,0.01313,0.40807,1.34487,0.0013466,0.0013466,0.0013466
266,1742.15,0.71844,0.35946,0.13638,0.45027,1.13064,0.97801,0.98829,0.98997,0.72889,0.94502,0.95496,0.93842,0.92268,0.90903,0.2465,0.01163,0.43409,1.32437,0.00134413,0.00134413,0.00134413
267,1747.82,0.73784,0.38935,0.14646,0.46328,1.14259,0.96559,1,0.98674,0.73785,0.93308,0.96667,0.93967,0.92473,0.89517,0.27598,0.01336,0.42445,1.34806,0.00134165,0.00134165,0.00134165
268,1753.49,0.70655,0.38645,0.15798,0.44382,1.13391,0.96646,1,0.98852,0.7379,0.92339,0.95556,0.91029,0.88376,0.9027,0.33211,0.01732,0.40395,1.36416,0.00133917,0.00133917,0.00133917
269,1759.15,0.72489,0.3744,0.13332,0.45248,1.13804,0.9665,1,0.99017,0.73088,0.95576,0.98889,0.97506,0.94415,0.92077,0.19792,0.01577,0.40748,1.37826,0.0013367,0.0013367,0.0013367
270,1764.8,0.76492,0.3899,0.13134,0.48018,1.15048,0.96767,0.99764,0.98855,0.72356,0.95689,0.98653,0.9753,0.95633,0.95289,0.17839,0.01106,0.41156,1.378,0.00133423,0.00133423,0.00133423
271,1770.46,0.70881,0.40735,0.1454,0.45268,1.13296,0.96472,1,0.99197,0.72663,0.954,0.98889,0.97962,0.96008,0.9624,0.22059,0.01953,0.41981,1.41091,0.00133175,0.00133175,0.00133175
272,1776.12,0.75223,0.3439,0.15366,0.46972,1.1547,0.96503,1,0.99153,0.74058,0.95431,0.98889,0.97909,0.94725,0.91454,0.26025,0.01188,0.39765,1.38542,0.00132927,0.00132927,0.00132927
273,1781.77,0.74164,0.46382,0.14837,0.46306,1.13737,0.95694,0.98778,0.99133,0.74201,0.93271,0.97778,0.96047,0.94988,0.92161,0.25731,0.01261,0.40684,1.36965,0.0013268,0.0013268,0.0013268
274,1787.43,0.74546,0.33237,0.13528,0.45576,1.15112,0.95714,0.99244,0.9921,0.73905,0.93575,0.97093,0.9736,0.95995,0.94605,0.19995,0.02482,0.42618,1.36052,0.00132432,0.00132432,0.00132432
275,1793.09,0.72156,0.41426,0.14463,0.46921,1.14873,0.94717,0.99609,0.98948,0.71821,0.92605,0.97402,0.96282,0.95282,0.93508,0.2147,0.01227,0.4227,1.41494,0.00132185,0.00132185,0.00132185
276,1798.77,0.73968,0.43102,0.15708,0.46065,1.14607,0.96733,0.987,0.99264,0.73701,0.95644,0.97588,0.97975,0.96154,0.94752,0.18498,0.01115,0.41626,1.39699,0.00131938,0.00131938,0.00131938
277,1804.44,0.70699,0.46357,0.16668,0.45475,1.13242,0.95714,0.99266,0.99072,0.73135,0.94644,0.9817,0.97774,0.97115,0.93982,0.1667,0.01354,0.41434,1.38684,0.0013169,0.0013169,0.0013169
278,1810.1,0.68113,0.34612,0.13043,0.45203,1.10189,0.95391,1,0.9879,0.73907,0.94331,0.98889,0.97374,0.96232,0.89687,0.1475,0.01722,0.41395,1.34817,0.00131443,0.00131443,0.00131443
279,1815.75,0.71317,0.35441,0.14598,0.46127,1.12889,0.96762,0.99619,0.99141,0.74638,0.95684,0.98542,0.97786,0.95898,0.882,0.18349,0.01047,0.39585,1.37764,0.00131195,0.00131195,0.00131195
280,1821.4,0.7087,0.34686,0.13666,0.45261,1.12932,0.96672,1,0.99357,0.73894,0.95598,0.98889,0.97945,0.96111,0.92455,0.17048,0.01501,0.38788,1.39271,0.00130948,0.00130948,0.00130948
281,1827.06,0.73049,0.37336,0.14226,0.45387,1.13847,0.95496,1,0.9903,0.72487,0.94435,0.98889,0.97656,0.96502,0.98943,0.16447,0.02578,0.41253,1.40875,0.001307,0.001307,0.001307
282,1832.71,0.73413,0.45229,0.15642,0.45937,1.16111,0.95239,1,0.98638,0.6985,0.94168,0.98889,0.97229,0.94735,1.0453,0.1975,0.0491,0.45389,1.43646,0.00130452,0.00130452,0.00130452
283,1838.36,0.72698,0.41865,0.1517,0.46117,1.1236,0.96774,0.99987,0.9885,0.70891,0.95698,0.98876,0.97629,0.95815,0.95705,0.16202,0.02067,0.41203,1.3962,0.00130205,0.00130205,0.00130205
284,1844.01,0.75983,0.33767,0.14301,0.46518,1.15193,0.9677,0.99864,0.99009,0.71939,0.95693,0.98753,0.97842,0.96436,0.98537,0.17547,0.00695,0.41579,1.39086,0.00129957,0.00129957,0.00129957
285,1849.67,0.70916,0.39538,0.14964,0.43948,1.12701,0.96504,1,0.99099,0.72111,0.95424,0.98889,0.97875,0.95416,0.91087,0.24356,0.02246,0.40365,1.37939,0.0012971,0.0012971,0.0012971
286,1855.34,0.67378,0.36836,0.14631,0.45069,1.09549,0.96771,0.99891,0.99184,0.73267,0.95695,0.9879,0.97879,0.95929,0.9179,0.19054,0.01142,0.41117,1.37844,0.00129463,0.00129463,0.00129463
287,1860.99,0.73289,0.39381,0.14732,0.46787,1.12281,0.96699,1,0.99164,0.72149,0.95618,0.98889,0.9781,0.96826,0.93938,0.17102,0.01419,0.40341,1.4152,0.00129215,0.00129215,0.00129215
288,1866.65,0.67419,0.33481,0.12642,0.4412,1.10404,0.96768,0.99804,0.99173,0.72499,0.95691,0.98693,0.97802,0.97278,0.92731,0.18157,0.01811,0.39342,1.40917,0.00128967,0.00128967,0.00128967
289,1872.3,0.69692,0.38954,0.1504,0.45548,1.11559,0.97819,0.99653,0.99287,0.72403,0.96728,0.98542,0.97881,0.96749,0.94034,0.1777,0.01798,0.38827,1.39459,0.0012872,0.0012872,0.0012872
290,1877.95,0.7088,0.3446,0.13051,0.45173,1.12229,0.96635,1,0.99412,0.72225,0.96635,1,0.99412,0.95361,0.98289,0.18681,0.0275,0.3903,1.37603,0.00128473,0.00128473,0.00128473
291,1883.64,0.68154,0.34148,0.13687,0.42328,1.11837,0.98901,0.99955,0.99467,0.73887,0.98901,0.99955,0.99467,0.91748,0.93301,0.26169,0.02842,0.37518,1.35254,0.00128225,0.00128225,0.00128225
292,1889.29,0.68037,0.36726,0.14466,0.43189,1.09166,1,0.98871,0.99489,0.73001,0.9765,0.96667,0.9582,0.93485,0.88667,0.20449,0.0135,0.3705,1.39093,0.00127977,0.00127977,0.00127977
293,1894.94,0.68836,0.30331,0.11993,0.42011,1.1107,0.96687,1,0.99283,0.72395,0.95613,0.98889,0.9799,0.94196,0.95692,0.23284,0.01824,0.40136,1.40989,0.0012773,0.0012773,0.0012773
294,1900.62,0.65117,0.31851,0.15422,0.41702,1.08498,0.96639,1,0.99253,0.70912,0.95561,0.98889,0.98015,0.96399,0.99697,0.16349,0.0182,0.41773,1.4139,0.00127483,0.00127483,0.00127483
295,1906.27,0.72193,0.39132,0.14262,0.45426,1.12479,0.95319,1,0.98563,0.70473,0.9426,0.98889,0.97241,0.94548,0.98135,0.19037,0.01734,0.42297,1.38199,0.00127235,0.00127235,0.00127235
296,1911.95,0.71341,0.33518,0.13759,0.45538,1.12921,0.95656,0.97867,0.98371,0.71967,0.94571,0.96783,0.97088,0.94916,0.90185,0.19455,0.00689,0.41369,1.35809,0.00126987,0.00126987,0.00126987
297,1917.63,0.73464,0.35532,0.12746,0.46409,1.13077,0.96693,1,0.9903,0.73046,0.96693,1,0.9903,0.95703,0.90276,0.18487,0.01038,0.39427,1.35059,0.0012674,0.0012674,0.0012674
298,1923.29,0.69421,0.40076,0.16648,0.45362,1.13546,0.97798,0.98699,0.99368,0.73042,0.97798,0.98699,0.99368,0.96522,0.96668,0.17357,0.01131,0.40763,1.35986,0.00126492,0.00126492,0.00126492
299,1928.97,0.71994,0.39268,0.14186,0.44584,1.11975,0.97721,1,0.99356,0.73483,0.97721,1,0.99356,0.96363,0.93535,0.15926,0.01498,0.38293,1.36669,0.00126245,0.00126245,0.00126245
300,1934.66,0.71802,0.36825,0.1585,0.44303,1.11885,0.98106,1,0.99379,0.73342,0.96994,0.98889,0.97608,0.96912,0.9844,0.14911,0.01378,0.38714,1.38661,0.00125997,0.00125997,0.00125997
301,1940.31,0.70819,0.33411,0.15397,0.45281,1.12079,0.97732,1,0.99368,0.72083,0.96641,0.98889,0.977,0.96644,0.98468,0.15915,0.01636,0.38227,1.42343,0.0012575,0.0012575,0.0012575
302,1945.95,0.7094,0.42254,0.14024,0.45776,1.11733,0.96652,1,0.99205,0.71532,0.94501,0.97778,0.96287,0.96145,0.97308,0.18727,0.01128,0.40173,1.4524,0.00125503,0.00125503,0.00125503
303,1951.63,0.68382,0.41829,0.14028,0.4438,1.09644,0.96629,1,0.99052,0.74208,0.96738,0.98847,0.97747,0.97306,0.93646,0.12966,0.00906,0.42012,1.37386,0.00125255,0.00125255,0.00125255
304,1957.5,0.66786,0.34684,0.13101,0.4278,1.10696,0.9752,1,0.99252,0.74314,0.96425,0.98889,0.98002,0.95836,0.9173,0.18313,0.00893,0.39847,1.37026,0.00125008,0.00125008,0.00125008
305,1963.15,0.6762,0.32915,0.15127,0.43557,1.11207,0.97367,1,0.99169,0.72683,0.97367,1,0.99169,0.96208,0.95544,0.19235,0.00944,0.40595,1.4009,0.0012476,0.0012476,0.0012476
306,1968.8,0.66726,0.40627,0.14867,0.43763,1.08376,0.97613,1,0.99234,0.72261,0.96528,0.98889,0.97946,0.96122,0.96395,0.17642,0.01472,0.40615,1.43366,0.00124513,0.00124513,0.00124513
307,1974.46,0.69002,0.35676,0.14199,0.43422,1.10431,0.97592,1,0.99423,0.73825,0.96508,0.98889,0.98226,0.97031,0.95705,0.15687,0.01155,0.37059,1.39932,0.00124265,0.00124265,0.00124265
308,1980.11,0.66596,0.37291,0.14333,0.42339,1.08095,0.98314,1,0.9939,0.73496,0.97206,0.98889,0.97922,0.96519,0.97945,0.17599,0.01748,0.39097,1.43597,0.00124018,0.00124018,0.00124018
309,1985.79,0.71364,0.33462,0.14589,0.4627,1.12371,0.96666,1,0.99356,0.72682,0.94512,0.97778,0.96322,0.94178,0.98128,0.20822,0.02696,0.42127,1.43623,0.0012377,0.0012377,0.0012377
310,1991.45,0.68106,0.31556,0.11702,0.44438,1.1318,0.97819,0.99681,0.9917,0.72144,0.96729,0.98569,0.97926,0.95908,0.98644,0.18225,0.01236,0.40884,1.43625,0.00123522,0.00123522,0.00123522
311,1997.12,0.69315,0.30122,0.12543,0.44849,1.11719,0.96687,1,0.98944,0.71627,0.94531,0.97778,0.96278,0.95476,0.98385,0.17166,0.01058,0.42761,1.47307,0.00123275,0.00123275,0.00123275
312,2002.77,0.67181,0.29805,0.12635,0.43406,1.09094,0.95651,1,0.99171,0.7105,0.95651,1,0.99171,0.97102,0.99826,0.14419,0.01656,0.42154,1.44332,0.00123028,0.00123028,0.00123028
313,2008.43,0.69498,0.35757,0.12349,0.44196,1.12122,0.96639,1,0.99358,0.72779,0.95565,0.98889,0.97868,0.96627,1.02567,0.15264,0.01204,0.41299,1.4493,0.0012278,0.0012278,0.0012278
314,2014.11,0.67517,0.35868,0.13067,0.42469,1.11294,0.95669,1,0.99245,0.72359,0.93535,0.97778,0.96432,0.96244,0.949,0.18526,0.00922,0.40694,1.40947,0.00122532,0.00122532,0.00122532
315,2019.79,0.68099,0.33174,0.1401,0.44061,1.11065,0.95441,0.98889,0.99178,0.74083,0.93286,0.96667,0.96064,0.96064,0.94173,0.18099,0.00646,0.40359,1.38047,0.00122285,0.00122285,0.00122285
316,2025.45,0.65938,0.33226,0.12739,0.42435,1.08908,0.97818,0.99618,0.99182,0.70115,0.95636,0.97406,0.96364,0.95661,0.93233,0.20213,0.01118,0.39304,1.42181,0.00122038,0.00122038,0.00122038
317,2031.11,0.67209,0.33726,0.11851,0.41402,1.09152,0.97584,1,0.99066,0.72932,0.95415,0.97778,0.96107,0.94048,0.96404,0.20067,0.01447,0.3995,1.38579,0.0012179,0.0012179,0.0012179
318,2036.77,0.70006,0.34444,0.1336,0.44054,1.13654,0.96578,1,0.99068,0.72043,0.93358,0.96667,0.94016,0.91301,0.98328,0.29072,0.01498,0.40671,1.39032,0.00121543,0.00121543,0.00121543
319,2042.42,0.65027,0.33661,0.11706,0.40045,1.07994,0.95442,1,0.9909,0.72695,0.91193,0.95556,0.92374,0.88484,0.96573,0.4326,0.00812,0.41416,1.37499,0.00121295,0.00121295,0.00121295
320,2048.07,0.66161,0.37538,0.13867,0.42607,1.09343,0.95592,1,0.99246,0.73925,0.93468,0.97778,0.95932,0.95518,0.95376,0.19362,0.00926,0.40141,1.39651,0.00121048,0.00121048,0.00121048
321,2053.72,0.66997,0.31425,0.12385,0.42295,1.09184,0.96752,1,0.99207,0.72614,0.95668,0.98889,0.97146,0.94874,0.96565,0.19213,0.01181,0.41452,1.40864,0.001208,0.001208,0.001208
322,2059.38,0.71973,0.33543,0.12852,0.45325,1.12924,0.97816,0.99535,0.99322,0.72807,0.95633,0.97323,0.96216,0.94724,0.95481,0.2043,0.01077,0.40865,1.40395,0.00120553,0.00120553,0.00120553
323,2065.05,0.68826,0.32064,0.12385,0.4356,1.11519,0.96637,1,0.99193,0.718,0.95563,0.98889,0.98022,0.96829,0.96247,0.17165,0.01318,0.40969,1.47181,0.00120305,0.00120305,0.00120305
324,2070.71,0.67103,0.26986,0.10694,0.42927,1.09902,0.96626,1,0.99236,0.72985,0.95552,0.98889,0.97862,0.96457,0.96833,0.15576,0.01877,0.39157,1.41141,0.00120057,0.00120057,0.00120057
325,2076.36,0.64863,0.27879,0.13695,0.41832,1.08544,0.98964,0.97778,0.99478,0.73042,0.97839,0.96667,0.98183,0.96176,0.99698,0.19885,0.01842,0.4004,1.41806,0.0011981,0.0011981,0.0011981
326,2082.02,0.6772,0.34675,0.12142,0.42087,1.11981,0.97792,1,0.99478,0.73349,0.95599,0.97778,0.96208,0.94403,0.96332,0.20674,0.01372,0.38421,1.42608,0.00119562,0.00119562,0.00119562
327,2087.68,0.65049,0.32442,0.13985,0.43066,1.09976,0.9663,1,0.99368,0.73876,0.94483,0.97778,0.9645,0.96037,0.96037,0.19984,0.01977,0.38813,1.42386,0.00119315,0.00119315,0.00119315
328,2093.35,0.67067,0.26976,0.11566,0.42644,1.0936,0.96612,1,0.99333,0.73939,0.94465,0.97778,0.96193,0.95614,0.98472,0.20778,0.01459,0.3935,1.4574,0.00119068,0.00119068,0.00119068
329,2099,0.67791,0.29688,0.12548,0.42245,1.09948,0.97659,1,0.99457,0.72893,0.96574,0.98889,0.9806,0.9726,0.98194,0.14622,0.00828,0.40149,1.43822,0.0011882,0.0011882,0.0011882
330,2104.67,0.65605,0.29018,0.12359,0.42342,1.10128,0.99952,1,0.995,0.73782,0.98841,0.98889,0.982,0.95644,0.91443,0.18456,0.02196,0.36858,1.38541,0.00118572,0.00118572,0.00118572
331,2110.32,0.67597,0.29056,0.11649,0.43178,1.09684,0.98771,1,0.99489,0.72426,0.97666,0.98889,0.97736,0.93947,0.91667,0.2421,0.02074,0.37571,1.39609,0.00118325,0.00118325,0.00118325
332,2115.99,0.70691,0.27493,0.10748,0.43594,1.11301,0.98579,1,0.99467,0.71689,0.97484,0.98889,0.97618,0.95216,1.04075,0.22257,0.00785,0.41373,1.43137,0.00118078,0.00118078,0.00118078
333,2121.66,0.66578,0.33891,0.12279,0.41622,1.08988,0.96747,1,0.9938,0.72605,0.94597,0.97778,0.9649,0.96217,0.93325,0.20395,0.00915,0.38626,1.38718,0.0011783,0.0011783,0.0011783
334,2127.31,0.66,0.33651,0.12366,0.42037,1.09927,0.98182,0.98889,0.99423,0.73652,0.97079,0.97778,0.97761,0.96459,0.94722,0.15914,0.00716,0.38107,1.39963,0.00117582,0.00117582,0.00117582
335,2132.98,0.70269,0.31633,0.14921,0.45829,1.14617,0.96549,1,0.99423,0.72288,0.95476,0.98889,0.97921,0.96495,0.95017,0.16266,0.01407,0.39263,1.41514,0.00117335,0.00117335,0.00117335
336,2138.65,0.68103,0.37075,0.13054,0.42363,1.10788,0.9573,0.99652,0.99181,0.71568,0.93597,0.9746,0.96586,0.9448,0.94253,0.21426,0.02976,0.39754,1.43653,0.00117088,0.00117088,0.00117088
337,2144.34,0.66752,0.33711,0.13055,0.4274,1.09449,0.94732,0.99908,0.99159,0.72747,0.93679,0.98807,0.97838,0.9633,0.91811,0.17797,0.02303,0.40252,1.38648,0.0011684,0.0011684,0.0011684
338,2149.99,0.65073,0.29224,0.13083,0.41776,1.10113,0.96618,1,0.99336,0.72682,0.95545,0.98889,0.97948,0.9661,0.95666,0.15786,0.01008,0.40052,1.41,0.00116592,0.00116592,0.00116592
339,2155.67,0.62388,0.31664,0.12094,0.39215,1.06794,0.96767,0.99784,0.99245,0.7227,0.95691,0.98689,0.97921,0.95838,0.93723,0.1754,0.00622,0.41751,1.39774,0.00116345,0.00116345,0.00116345
340,2161.34,0.63311,0.31127,0.13051,0.41116,1.09025,0.9592,0.98889,0.99226,0.7289,0.93222,0.97778,0.96156,0.95655,0.92711,0.17421,0.00585,0.4086,1.37664,0.00116097,0.00116097,0.00116097
341,2167.01,0.64309,0.2971,0.11242,0.41227,1.08991,0.98635,1,0.99434,0.72873,0.96425,0.97778,0.96788,0.96206,0.96111,0.19306,0.01674,0.41533,1.41805,0.0011585,0.0011585,0.0011585
342,2172.7,0.65891,0.33546,0.13489,0.42317,1.10807,0.98749,1,0.99456,0.72839,0.97643,0.98889,0.9797,0.97107,0.98057,0.14767,0.00726,0.39207,1.4377,0.00115603,0.00115603,0.00115603
343,2178.35,0.64332,0.27835,0.12732,0.41619,1.09431,0.9771,1,0.99435,0.73686,0.95536,0.97778,0.96468,0.96113,0.93091,0.18377,0.00569,0.38359,1.41003,0.00115355,0.00115355,0.00115355
344,2184.01,0.67139,0.35069,0.13102,0.43016,1.09977,0.9782,0.99722,0.99423,0.72129,0.9673,0.98617,0.98042,0.96383,0.91942,0.18116,0.01559,0.38272,1.42447,0.00115108,0.00115108,0.00115108
345,2189.68,0.64617,0.33614,0.11694,0.43781,1.08636,0.97822,0.99797,0.99457,0.73275,0.96733,0.98686,0.97855,0.96306,0.94078,0.16893,0.01303,0.38715,1.42587,0.0011486,0.0011486,0.0011486
346,2195.35,0.66786,0.30981,0.11943,0.42829,1.10288,0.96653,0.98889,0.99338,0.7436,0.95695,0.98788,0.98008,0.96123,0.946,0.18085,0.01583,0.39985,1.41055,0.00114613,0.00114613,0.00114613
347,2201.01,0.61928,0.32236,0.1134,0.40058,1.08095,0.96646,0.98889,0.99314,0.7296,0.95548,0.97778,0.9808,0.96539,0.95232,0.16895,0.01162,0.40583,1.4306,0.00114365,0.00114365,0.00114365
348,2206.67,0.63271,0.28269,0.11386,0.40213,1.06865,0.97799,0.98735,0.99231,0.73549,0.95601,0.96583,0.96562,0.96335,0.95479,0.18201,0.00492,0.39125,1.43282,0.00114117,0.00114117,0.00114117
349,2212.33,0.63694,0.32111,0.10926,0.39851,1.07551,0.96772,0.99944,0.99228,0.73004,0.95697,0.98842,0.97844,0.95515,0.96601,0.15128,0.00494,0.39483,1.40645,0.0011387,0.0011387,0.0011387
350,2217.98,0.6154,0.27965,0.1094,0.39923,1.0648,0.96659,1,0.99322,0.74297,0.94506,0.97778,0.96445,0.96338,0.92054,0.20361,0.00743,0.36988,1.3957,0.00113623,0.00113623,0.00113623
351,2223.67,0.62448,0.36747,0.10455,0.41471,1.07641,0.9677,0.99879,0.99311,0.72441,0.94618,0.97663,0.96228,0.96228,0.94908,0.19042,0.00871,0.39131,1.42448,0.00113375,0.00113375,0.00113375
352,2229.33,0.62671,0.2778,0.11208,0.40204,1.07942,0.96611,1,0.99165,0.72054,0.95534,0.98889,0.97877,0.9662,0.95993,0.14375,0.00844,0.39891,1.4271,0.00113128,0.00113128,0.00113128
353,2234.99,0.63768,0.27524,0.11865,0.40378,1.08189,0.96713,1,0.99289,0.71854,0.95621,0.98889,0.97657,0.97305,0.97135,0.13041,0.0068,0.4021,1.42914,0.0011288,0.0011288,0.0011288
354,2240.68,0.60449,0.2693,0.10713,0.39466,1.06768,0.95532,1,0.99314,0.73105,0.94464,0.98889,0.97538,0.97203,0.96114,0.1294,0.00763,0.38792,1.41693,0.00112633,0.00112633,0.00112633
355,2246.35,0.62749,0.26904,0.11711,0.40928,1.07058,0.96763,0.99641,0.99345,0.73092,0.95685,0.98563,0.97769,0.96117,0.95752,0.16702,0.01699,0.39284,1.41108,0.00112385,0.00112385,0.00112385
356,2252.03,0.62908,0.30851,0.11191,0.41635,1.08943,0.98879,0.97965,0.99426,0.72635,0.97776,0.97698,0.98075,0.96259,0.95637,0.15784,0.01822,0.41513,1.40333,0.00112137,0.00112137,0.00112137
357,2257.69,0.63284,0.28788,0.10406,0.41169,1.07842,0.97781,0.9793,0.99403,0.73364,0.96672,0.96819,0.98185,0.95389,0.96477,0.16742,0.01534,0.39718,1.4933,0.0011189,0.0011189,0.0011189
358,2263.35,0.69735,0.35002,0.11485,0.44149,1.12981,0.97801,0.98821,0.99232,0.72877,0.96701,0.9771,0.97942,0.966,0.97508,0.16003,0.01563,0.39661,1.49933,0.00111643,0.00111643,0.00111643
359,2269.05,0.6049,0.29955,0.09965,0.40412,1.06107,0.97381,0.97778,0.99245,0.73724,0.96275,0.96667,0.97828,0.97673,0.96354,0.16203,0.02569,0.40325,1.43031,0.00111395,0.00111395,0.00111395
360,2274.76,0.61461,0.28552,0.11079,0.4021,1.07335,0.96572,0.97778,0.99318,0.73956,0.9544,0.96667,0.98043,0.96599,0.95191,0.15829,0.02136,0.41579,1.41662,0.00111148,0.00111148,0.00111148
361,2280.46,0.64436,0.27443,0.11281,0.40384,1.09427,0.9676,0.99537,0.99371,0.72829,0.94599,0.97314,0.96629,0.96629,0.97659,0.17567,0.01601,0.40507,1.42696,0.001109,0.001109,0.001109
362,2286.12,0.65785,0.31245,0.12187,0.41981,1.08408,0.96755,0.99408,0.99369,0.71748,0.94592,0.97185,0.96336,0.95995,0.98986,0.16147,0.00984,0.40208,1.43842,0.00110653,0.00110653,0.00110653
363,2291.78,0.64748,0.32463,0.12466,0.42396,1.09868,0.9709,0.98889,0.99412,0.7277,0.94799,0.96667,0.96444,0.95725,0.95449,0.16555,0.00906,0.38807,1.41143,0.00110405,0.00110405,0.00110405
