epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,227.893,1.10522,2.72349,0.41274,0.74812,1.41107,0.96547,0.96,0.99207,0.74642,0.90513,0.9,0.8874,0.32153,0.94077,2.53776,0.04714,0.6142,1.36616,0.00187625,0.00187625,0.00187625
27,234.302,1.10713,2.60188,0.40292,0.75714,1.40576,0.9679,1,0.99382,0.74715,0.90074,0.90753,0.90952,0.25734,0.86152,2.79528,0.05221,0.75541,1.40332,0.0018713,0.0018713,0.0018713
28,240.775,1.09962,2.60266,0.40427,0.77192,1.39231,0.92991,0.94,0.96993,0.71407,0.90269,0.92771,0.88759,0.25021,0.96705,2.74504,0.14256,0.75258,1.43204,0.00186635,0.00186635,0.00186635
29,247.179,1.10216,2.4721,0.41469,0.75885,1.39448,0.98954,1,0.995,0.77475,0.54586,0.56,0.33849,0.12986,0.8138,3.0624,0.02527,0.51801,1.3258,0.0018614,0.0018614,0.0018614
30,253.595,1.07709,2.399,0.39975,0.74623,1.35751,0.95588,0.98,0.99147,0.74367,0.72478,0.72,0.65757,0.20407,0.86761,2.95126,0.03832,0.70582,1.34368,0.00185645,0.00185645,0.00185645
31,260.011,1.04479,2.46703,0.39743,0.74111,1.3425,0.96957,0.98,0.99312,0.75861,0.75654,0.76,0.64317,0.18502,0.89997,2.87102,0.04415,0.55907,1.37154,0.0018515,0.0018515,0.0018515
32,266.47,1.07193,2.53732,0.39946,0.74465,1.39082,0.97991,0.97539,0.99147,0.72743,0.69696,0.74,0.54781,0.19967,0.85466,2.78589,0.05644,0.66834,1.35082,0.00184655,0.00184655,0.00184655
33,272.867,1.08516,2.30783,0.38635,0.73176,1.37294,0.98875,0.98,0.99387,0.71783,0.78652,0.78,0.69561,0.2862,0.99044,2.71261,0.04323,0.61649,1.36544,0.0018416,0.0018416,0.0018416
34,279.283,1.02761,2.35621,0.3839,0.69886,1.32555,0.96129,0.99335,0.99023,0.74449,0.53721,0.55723,0.31113,0.10329,0.81547,3.42196,0.06974,0.78798,1.33773,0.00183665,0.00183665,0.00183665
35,285.688,1.07319,2.24888,0.37448,0.69604,1.36574,0.96069,0.97759,0.98947,0.72341,0.74506,0.75986,0.64701,0.31944,0.84388,2.27516,0.05399,0.66413,1.4038,0.0018317,0.0018317,0.0018317
36,292.14,1.05519,2.15531,0.38561,0.7139,1.35678,0.9389,0.98,0.97361,0.7238,0.84517,0.88,0.81536,0.43209,0.90555,1.92681,0.04684,0.67241,1.40864,0.00182675,0.00182675,0.00182675
37,298.728,1.04246,2.1423,0.40073,0.71999,1.35634,1,0.95531,0.99347,0.75513,0.89209,0.86,0.81204,0.57286,0.95327,1.55412,0.06997,0.55418,1.35035,0.0018218,0.0018218,0.0018218
38,305.336,1.06964,2.11054,0.38872,0.76155,1.36366,0.9867,1,0.995,0.75835,0.82272,0.84,0.72034,0.43508,0.86771,1.67746,0.07876,0.60176,1.31475,0.00181685,0.00181685,0.00181685
39,311.736,1.06828,2.08584,0.39643,0.76839,1.34832,0.98233,1,0.995,0.73137,0.90316,0.92,0.84993,0.62117,1.00491,1.24472,0.0677,0.64595,1.42817,0.0018119,0.0018119,0.0018119
40,318.375,1.02975,1.91132,0.39401,0.73119,1.34147,1,0.97656,0.98102,0.74201,0.91817,0.89768,0.85593,0.55059,0.91438,1.67758,0.02292,0.54577,1.38515,0.00180695,0.00180695,0.00180695
41,324.784,1.02123,1.82777,0.40728,0.70803,1.34262,0.99399,0.98,0.98782,0.7523,0.89245,0.88,0.80587,0.60392,0.89439,1.2564,0.14158,0.53355,1.36183,0.001802,0.001802,0.001802
42,331.371,1.02245,1.92707,0.37264,0.68689,1.32659,0.99235,0.94,0.98871,0.71025,0.92793,0.88,0.89381,0.61111,0.90879,1.45054,0.10234,0.62522,1.38606,0.00179705,0.00179705,0.00179705
43,337.778,1.08443,1.89158,0.37975,0.73699,1.35368,0.97981,0.97057,0.99087,0.7315,0.91928,0.91119,0.88893,0.69419,0.86764,1.10315,0.05023,0.57588,1.36635,0.0017921,0.0017921,0.0017921
44,344.445,1.03713,1.66029,0.35732,0.71612,1.34279,0.96991,0.98,0.9738,0.72744,0.92991,0.94,0.90305,0.68588,0.8627,1.19734,0.06181,0.54045,1.3685,0.00178715,0.00178715,0.00178715
45,350.817,1.0527,1.86757,0.39125,0.72692,1.34925,0.97203,0.98,0.99423,0.75583,0.87183,0.88,0.8279,0.63547,0.90755,1.15746,0.0649,0.81013,1.3684,0.0017822,0.0017822,0.0017822
46,357.238,1.00249,1.8701,0.37102,0.69196,1.33551,0.95498,0.98,0.9904,0.7142,0.85697,0.88,0.81763,0.54414,0.97858,1.74767,0.092,0.54707,1.38114,0.00177725,0.00177725,0.00177725
47,363.621,0.99352,1.60354,0.36776,0.67453,1.3093,0.97834,1,0.99461,0.72594,0.93877,0.96,0.92199,0.74945,0.84788,0.89728,0.07561,0.63216,1.34843,0.0017723,0.0017723,0.0017723
48,370.297,1.01285,1.7141,0.38067,0.6857,1.33239,0.99292,0.98,0.99352,0.74938,0.9524,0.94,0.94184,0.70278,0.88334,1.21175,0.12412,0.60326,1.33082,0.00176735,0.00176735,0.00176735
49,376.68,1.00562,1.7018,0.38206,0.68132,1.32827,0.97728,0.96,0.98679,0.73042,0.88231,0.89964,0.86044,0.65986,0.93372,1.30418,0.08531,0.56662,1.36056,0.0017624,0.0017624,0.0017624
50,383.059,0.99387,1.63946,0.39863,0.69532,1.32301,0.98724,1,0.995,0.72106,0.96749,0.98,0.9618,0.62667,1.00496,1.11905,0.07332,0.54639,1.41632,0.00175745,0.00175745,0.00175745
51,389.458,0.99031,1.71296,0.37686,0.70423,1.33233,0.95131,0.98,0.97855,0.75361,0.912,0.94,0.89998,0.67859,0.85636,1.12648,0.04608,0.52946,1.32255,0.0017525,0.0017525,0.0017525
52,395.946,1.03986,1.66235,0.36707,0.74069,1.3424,0.96169,0.94,0.9894,0.74536,0.87158,0.84,0.82169,0.6354,0.8896,1.25398,0.07898,0.62467,1.36287,0.00174755,0.00174755,0.00174755
53,402.351,0.99978,1.68621,0.3408,0.69738,1.33509,0.94272,0.98749,0.99152,0.71897,0.8318,0.9,0.8323,0.66444,0.90243,1.37983,0.11508,0.59694,1.40891,0.0017426,0.0017426,0.0017426
54,408.768,1.01077,1.6864,0.37465,0.67587,1.31287,1,0.99602,0.995,0.74539,0.91974,0.91688,0.89034,0.75951,0.92591,0.86742,0.04691,0.61274,1.32112,0.00173765,0.00173765,0.00173765
55,415.346,1.00932,1.45951,0.35428,0.67293,1.34193,0.99132,1,0.995,0.73447,0.95147,0.96,0.93506,0.73149,0.87654,0.84183,0.06058,0.51434,1.3438,0.0017327,0.0017327,0.0017327
56,421.826,1.02448,1.62327,0.34325,0.7084,1.31802,0.97944,0.95281,0.99135,0.7413,0.93849,0.91549,0.92267,0.76853,0.8347,0.8761,0.08883,0.55951,1.36428,0.00172775,0.00172775,0.00172775
57,428.408,1.06132,1.48648,0.35318,0.72537,1.36713,1,0.97292,0.99352,0.73908,0.97945,0.95341,0.96131,0.75245,0.96322,1.0451,0.04699,0.50441,1.35956,0.0017228,0.0017228,0.0017228
58,434.803,1.01285,1.5069,0.37101,0.72098,1.33749,1,0.95117,0.98004,0.75601,0.97897,0.93117,0.95014,0.84415,0.84734,0.66642,0.08502,0.548,1.29317,0.00171785,0.00171785,0.00171785
59,441.413,1.01636,1.56985,0.34448,0.69444,1.33562,0.97258,1,0.99265,0.76358,0.93367,0.96,0.93764,0.84864,0.83441,0.64143,0.06143,0.5117,1.29607,0.0017129,0.0017129,0.0017129
60,448.058,0.99448,1.42238,0.33702,0.65288,1.29785,0.98023,0.99182,0.99461,0.77648,0.96046,0.97182,0.96513,0.79727,0.80782,0.79561,0.08005,0.48075,1.30517,0.00170795,0.00170795,0.00170795
61,454.462,0.98408,1.37315,0.34476,0.65708,1.29797,0.97006,0.98,0.99423,0.75379,0.95026,0.96,0.96119,0.86656,0.87741,0.52473,0.06902,0.56003,1.30517,0.001703,0.001703,0.001703
62,461.055,0.98763,1.40783,0.33265,0.68626,1.31794,0.99562,0.98,0.99167,0.76212,0.9753,0.96,0.9595,0.83697,0.89643,0.68845,0.04155,0.53538,1.32587,0.00169805,0.00169805,0.00169805
63,467.472,1.00209,1.36172,0.34418,0.67461,1.3095,0.99189,1,0.995,0.76654,0.97205,0.98,0.9622,0.85913,0.85083,0.60183,0.03758,0.70197,1.2613,0.0016931,0.0016931,0.0016931
64,474.121,0.98168,1.21184,0.34603,0.65999,1.30371,0.98147,1,0.995,0.77485,0.96083,0.98,0.961,0.79892,0.81535,0.70408,0.03117,0.55039,1.3046,0.00168815,0.00168815,0.00168815
65,480.503,1.02264,1.32359,0.33507,0.67722,1.31873,0.99651,1,0.995,0.78579,0.95654,0.96,0.92381,0.78205,0.79814,0.72681,0.05274,0.66066,1.30751,0.0016832,0.0016832,0.0016832
66,486.929,0.98791,1.2459,0.31892,0.6839,1.32627,0.97279,0.98,0.9742,0.75531,0.93253,0.94,0.91132,0.71892,0.81951,0.90571,0.05041,0.54065,1.32465,0.00167825,0.00167825,0.00167825
67,493.312,1.00706,1.19449,0.3211,0.68544,1.34966,1,0.97947,0.99423,0.76099,0.97959,0.95994,0.9567,0.85644,0.8541,0.62138,0.14459,0.48803,1.32247,0.0016733,0.0016733,0.0016733
68,499.751,0.99741,1.21935,0.31672,0.67442,1.33007,0.9926,1,0.995,0.78364,0.97275,0.98,0.9638,0.8385,0.78954,0.65564,0.12897,0.49491,1.2914,0.00166835,0.00166835,0.00166835
69,506.135,1.01101,1.17721,0.32474,0.6787,1.31805,0.99331,1,0.995,0.77543,0.97344,0.98,0.9602,0.87113,0.82713,0.51456,0.03638,0.54504,1.27558,0.0016634,0.0016634,0.0016634
70,512.775,0.98106,1.0105,0.31484,0.65712,1.317,0.97392,1,0.99422,0.76131,0.91056,0.92,0.89292,0.80969,0.88328,0.78165,0.09583,0.82344,1.30324,0.00165845,0.00165845,0.00165845
71,519.174,0.9601,1.09191,0.31719,0.67265,1.27136,0.97994,0.97706,0.99312,0.7597,0.97994,0.97706,0.99312,0.88348,0.83585,0.48145,0.02101,0.45176,1.32442,0.0016535,0.0016535,0.0016535
72,525.622,0.99119,1.0634,0.32587,0.65934,1.31671,0.98028,0.99439,0.99304,0.75273,0.96056,0.97439,0.96308,0.84807,0.84133,0.59345,0.05023,0.46308,1.35735,0.00164855,0.00164855,0.00164855
73,532.034,0.98645,1.22954,0.30589,0.68934,1.31324,0.99142,1,0.995,0.76002,0.97132,0.98,0.965,0.78377,0.9288,0.76168,0.03215,0.52148,1.32012,0.0016436,0.0016436,0.0016436
74,538.417,0.97535,1.18991,0.31502,0.68127,1.28087,0.97684,0.98,0.99278,0.75233,0.93568,0.94,0.91574,0.83188,0.96326,0.65989,0.06772,0.49508,1.36535,0.00163865,0.00163865,0.00163865
75,544.834,0.94488,1.22111,0.3197,0.65828,1.26431,0.97543,0.98,0.99318,0.7793,0.93519,0.94,0.89745,0.79715,0.7924,0.70907,0.08363,0.39526,1.31134,0.0016337,0.0016337,0.0016337
76,551.269,0.93952,1.10182,0.3052,0.65354,1.26036,0.99671,0.98,0.98013,0.75333,0.97636,0.96,0.94166,0.87934,0.77652,0.56665,0.06795,0.44182,1.28159,0.00162875,0.00162875,0.00162875
77,557.646,0.96003,0.97325,0.29275,0.64085,1.28619,0.995,0.96,0.99236,0.77556,0.97411,0.94,0.95578,0.86707,0.81588,0.59434,0.07228,0.5256,1.29978,0.0016238,0.0016238,0.0016238
78,564.033,0.98592,1.03675,0.29155,0.68222,1.30807,0.98033,0.99683,0.98284,0.74452,0.96066,0.97683,0.94833,0.86077,0.86815,0.50019,0.06312,0.53823,1.32103,0.00161885,0.00161885,0.00161885
79,570.443,0.97535,1.12452,0.28734,0.68387,1.29776,0.97812,1,0.995,0.76257,0.91883,0.94,0.91268,0.74808,0.82362,0.88391,0.04734,0.58705,1.30673,0.0016139,0.0016139,0.0016139
80,576.875,0.9503,1.06207,0.29078,0.60801,1.26655,0.9968,1,0.995,0.75685,0.97686,0.98,0.9682,0.87026,0.77772,0.53919,0.067,0.41542,1.30808,0.00160895,0.00160895,0.00160895
81,583.235,0.97499,1.03748,0.28375,0.62935,1.28466,0.97688,1,0.98441,0.75622,0.95735,0.98,0.94912,0.85899,0.88348,0.53836,0.03054,0.42914,1.30471,0.001604,0.001604,0.001604
82,589.627,0.95508,1.01535,0.29033,0.6309,1.29233,0.99401,1,0.995,0.76549,0.95425,0.96,0.9568,0.73138,0.83085,0.90259,0.05963,0.46254,1.29745,0.00159905,0.00159905,0.00159905
83,596.033,0.97496,1.06652,0.30167,0.68396,1.3061,0.99432,1,0.995,0.75709,0.95441,0.96,0.92859,0.81888,0.80079,0.66331,0.01536,0.42825,1.28699,0.0015941,0.0015941,0.0015941
84,602.508,0.95832,1.07565,0.29271,0.65977,1.283,0.97838,1,0.99461,0.76127,0.93918,0.96,0.92274,0.8579,0.86814,0.52992,0.04192,0.47319,1.28496,0.00158915,0.00158915,0.00158915
85,608.898,0.97176,1.03958,0.30943,0.62955,1.30012,0.97837,0.98,0.99166,0.77655,0.9584,0.96,0.95488,0.88882,0.82375,0.46704,0.04869,0.48963,1.29565,0.0015842,0.0015842,0.0015842
86,615.489,0.96453,0.91277,0.28486,0.66106,1.28656,0.97792,0.98,0.99383,0.7617,0.97792,0.98,0.99383,0.92979,0.86789,0.36022,0.04852,0.42502,1.33602,0.00157925,0.00157925,0.00157925
87,622.096,0.94557,0.99028,0.25654,0.62909,1.29992,0.97494,1,0.99422,0.77916,0.95544,0.98,0.95676,0.87682,0.81134,0.49001,0.12158,0.42041,1.27932,0.0015743,0.0015743,0.0015743
88,628.594,0.96848,1.10528,0.30691,0.64362,1.28302,0.95512,1,0.9902,0.7637,0.93583,0.98,0.94766,0.8301,0.81929,0.63328,0.01384,0.47744,1.28776,0.00156935,0.00156935,0.00156935
89,635.016,0.93775,0.94728,0.28988,0.61692,1.27839,0.9533,1,0.9766,0.75449,0.91489,0.96,0.93252,0.85443,0.86156,0.53081,0.03285,0.4826,1.28351,0.0015644,0.0015644,0.0015644
90,641.401,0.9557,1.0313,0.28073,0.64486,1.27309,0.99646,1,0.995,0.75671,0.97629,0.98,0.9606,0.89675,0.85457,0.49655,0.02133,0.43275,1.31021,0.00155945,0.00155945,0.00155945
91,647.782,0.93586,0.99422,0.27534,0.62605,1.26741,0.9931,1,0.995,0.77393,0.97324,0.98,0.9566,0.87799,0.87207,0.49434,0.06342,0.44018,1.31108,0.0015545,0.0015545,0.0015545
92,654.293,0.96271,0.88289,0.26597,0.61167,1.27642,1,0.99654,0.995,0.76414,0.93982,0.93709,0.89838,0.83341,0.87916,0.77828,0.04816,0.64849,1.33253,0.00154955,0.00154955,0.00154955
93,660.667,0.94706,0.92912,0.27883,0.61438,1.2539,0.97775,1,0.99461,0.75841,0.93864,0.96,0.93808,0.91531,0.7725,0.45658,0.0308,0.47396,1.2955,0.0015446,0.0015446,0.0015446
94,667.053,0.93858,0.89016,0.27373,0.61771,1.28425,0.9775,1,0.98912,0.77345,0.93833,0.96,0.92768,0.87138,0.88233,0.56855,0.03901,0.43083,1.30797,0.00153965,0.00153965,0.00153965
95,673.426,0.9604,0.9377,0.28599,0.61727,1.2896,0.99526,1,0.995,0.78417,0.97536,0.98,0.961,0.89419,0.72392,0.50016,0.02559,0.36915,1.24379,0.0015347,0.0015347,0.0015347
96,679.872,0.91074,0.7286,0.24721,0.59406,1.26388,0.99556,1,0.995,0.76013,0.97565,0.98,0.959,0.88753,0.90451,0.46909,0.02824,0.40382,1.30789,0.00152975,0.00152975,0.00152975
97,686.254,0.95188,0.87614,0.24391,0.61943,1.27485,0.99671,1,0.995,0.78285,0.97677,0.98,0.9662,0.90949,0.74574,0.46185,0.04419,0.39306,1.26816,0.0015248,0.0015248,0.0015248
98,692.83,0.95419,0.91948,0.25715,0.65104,1.26898,0.99449,1,0.995,0.79143,0.9746,0.98,0.961,0.91143,0.82793,0.44218,0.04876,0.4341,1.24701,0.00151985,0.00151985,0.00151985
99,699.408,0.94037,0.83083,0.23922,0.6603,1.27304,0.97435,1,0.99422,0.74528,0.93352,0.96,0.94418,0.89879,0.94203,0.46132,0.03312,0.43973,1.34133,0.0015149,0.0015149,0.0015149
100,705.858,0.916,0.78323,0.27276,0.61779,1.28304,0.99182,1,0.995,0.7546,0.95192,0.96,0.93416,0.8834,0.91378,0.55405,0.03841,0.42047,1.32384,0.00150995,0.00150995,0.00150995
101,712.245,0.92058,0.95712,0.28335,0.63214,1.25576,0.97719,1,0.99382,0.76953,0.95765,0.98,0.95605,0.89689,0.81542,0.44428,0.01946,0.38055,1.28193,0.001505,0.001505,0.001505
102,718.631,0.93329,0.99175,0.27154,0.6125,1.24206,0.98963,0.96,0.99155,0.75045,0.9484,0.92,0.92327,0.79825,0.85381,0.78383,0.11089,0.45635,1.31552,0.00150005,0.00150005,0.00150005
103,725.024,0.92847,0.97591,0.28096,0.64321,1.27044,0.99785,1,0.995,0.77186,0.95728,0.96,0.94513,0.84418,0.81871,0.5785,0.04494,0.40018,1.28609,0.0014951,0.0014951,0.0014951
104,731.486,0.89159,0.84225,0.2475,0.59602,1.22331,0.99361,1,0.995,0.77361,0.95331,0.96,0.93083,0.84102,0.81629,0.54693,0.01732,0.41839,1.27293,0.00149015,0.00149015,0.00149015
105,737.891,0.89843,0.79414,0.24285,0.60699,1.24773,0.97762,1,0.995,0.77004,0.95807,0.98,0.9602,0.89857,0.82287,0.39864,0.02078,0.39046,1.28722,0.0014852,0.0014852,0.0014852
106,744.267,0.91722,0.73756,0.25813,0.60935,1.24781,0.99626,0.96,0.99155,0.75869,0.9755,0.94,0.94045,0.87166,0.85157,0.55538,0.06302,0.40705,1.30719,0.00148025,0.00148025,0.00148025
107,750.656,0.93757,0.71562,0.23825,0.60887,1.2746,0.99607,0.98,0.975,0.74086,0.99607,0.98,0.975,0.87628,0.97859,0.50449,0.09932,0.47562,1.36009,0.0014753,0.0014753,0.0014753
108,757.096,0.92701,0.74405,0.25777,0.63053,1.26323,0.99716,0.98,0.99423,0.7754,0.97665,0.96,0.95418,0.83318,0.78004,0.86475,0.12397,0.39011,1.28372,0.00147035,0.00147035,0.00147035
109,763.489,0.89118,0.78622,0.24196,0.61943,1.25846,0.99523,1,0.995,0.76789,0.97515,0.98,0.9618,0.94753,0.78845,0.24906,0.03809,0.40368,1.296,0.0014654,0.0014654,0.0014654
110,770.078,0.91418,0.76836,0.26292,0.59889,1.25462,0.99705,1,0.995,0.76987,0.99705,1,0.995,0.92971,0.83881,0.30138,0.02778,0.38765,1.29156,0.00146045,0.00146045,0.00146045
111,776.443,0.95808,0.79731,0.24508,0.62601,1.28029,0.99429,0.98,0.99286,0.75857,0.95371,0.94,0.93399,0.90327,0.8923,0.42951,0.024,0.42894,1.31076,0.0014555,0.0014555,0.0014555
112,782.898,0.91181,0.82417,0.25375,0.61184,1.23002,0.99068,0.98,0.98889,0.75455,0.95003,0.94,0.91815,0.87994,0.91962,0.54393,0.02619,0.44278,1.31965,0.00145055,0.00145055,0.00145055
113,789.292,0.88497,0.70667,0.25871,0.605,1.23551,1,0.97267,0.99195,0.7709,0.97912,0.93787,0.92,0.8279,0.90681,0.6619,0.02303,0.47505,1.29655,0.0014456,0.0014456,0.0014456
114,795.69,0.88042,0.70881,0.23007,0.58254,1.24432,0.9796,0.96053,0.99347,0.76623,0.95925,0.94151,0.95894,0.91794,0.95478,0.392,0.0569,0.49624,1.30315,0.00144065,0.00144065,0.00144065
115,802.081,0.90606,0.79919,0.22598,0.61659,1.24002,0.99454,0.98,0.99387,0.76678,0.96552,0.94,0.92208,0.81096,0.84319,0.72773,0.05024,0.40606,1.28302,0.0014357,0.0014357,0.0014357
116,808.531,0.88929,0.73859,0.23385,0.59723,1.24491,0.99863,1,0.995,0.77431,0.95618,0.94,0.93888,0.89464,0.85616,0.45769,0.05407,0.42539,1.2831,0.00143075,0.00143075,0.00143075
117,814.965,0.88177,0.80509,0.23771,0.60097,1.24497,1,0.97967,0.99387,0.76704,1,0.97967,0.99387,0.92184,0.85907,0.35576,0.07653,0.53488,1.27171,0.0014258,0.0014258,0.0014258
118,821.36,0.89484,0.70903,0.2507,0.60542,1.24003,0.99754,1,0.995,0.77733,0.95733,0.96,0.94559,0.9026,0.76656,0.44806,0.05511,0.4721,1.274,0.00142085,0.00142085,0.00142085
119,827.748,0.91351,0.76691,0.24821,0.60019,1.25101,0.99613,1,0.995,0.76772,0.97621,0.98,0.97363,0.90493,0.80506,0.40094,0.01994,0.40487,1.28412,0.0014159,0.0014159,0.0014159
120,834.204,0.90164,0.65537,0.22936,0.59152,1.24219,0.97596,0.98,0.97823,0.76521,0.9558,0.96,0.92034,0.88597,0.83514,0.36825,0.03768,0.49267,1.31273,0.00141095,0.00141095,0.00141095
121,840.577,0.89666,0.70605,0.21794,0.58421,1.23599,0.99204,1,0.995,0.75306,0.97045,0.98,0.9586,0.86959,0.92415,0.56394,0.03691,0.44844,1.31802,0.001406,0.001406,0.001406
122,847.006,0.89947,0.65946,0.22566,0.59738,1.24086,0.99963,1,0.995,0.76813,0.99963,1,0.995,0.91562,0.86645,0.37809,0.08698,0.41676,1.27701,0.00140105,0.00140105,0.00140105
123,853.411,0.88855,0.6892,0.22172,0.59269,1.23773,0.99159,1,0.995,0.73584,0.97111,0.98,0.9738,0.90925,0.98119,0.43528,0.0262,0.44288,1.33758,0.0013961,0.0013961,0.0013961
