epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,506.742,0.9279,0.84848,0.2926,0.54674,1.2131,0.97907,0.95556,0.99275,0.72489,0.94471,0.92222,0.95584,0.83769,1.00229,0.55156,0.03096,0.42343,1.4015,0.001406,0.001406,0.001406
122,510.656,0.8691,0.7186,0.29434,0.53161,1.19141,0.9747,0.96667,0.99254,0.71037,0.95564,0.97778,0.97826,0.92963,0.94081,0.31859,0.06259,0.4223,1.40904,0.00140105,0.00140105,0.00140105
123,514.592,0.87096,0.69308,0.28615,0.51807,1.19348,0.95615,1,0.99281,0.73663,0.94552,0.98889,0.97854,0.93273,0.93859,0.32509,0.03035,0.42039,1.36472,0.0013961,0.0013961,0.0013961
124,518.604,0.85323,0.71824,0.29637,0.519,1.16162,0.96771,0.99908,0.99434,0.72184,0.94622,0.9774,0.96837,0.93249,0.96949,0.31757,0.02903,0.41794,1.43916,0.00139115,0.00139115,0.00139115
125,522.488,0.90183,0.93042,0.29851,0.51684,1.21156,0.95539,1,0.99223,0.72154,0.93416,0.97778,0.96258,0.90052,1.01408,0.36661,0.04612,0.42174,1.39184,0.0013862,0.0013862,0.0013862
126,526.413,0.91156,0.80198,0.28522,0.53514,1.21383,0.96765,0.99696,0.99313,0.71877,0.94608,0.97487,0.96237,0.88531,0.98973,0.42887,0.04668,0.41313,1.35665,0.00138125,0.00138125,0.00138125
127,530.326,0.8675,0.79124,0.27904,0.5093,1.18462,0.97691,1,0.99457,0.72596,0.96605,0.98889,0.97958,0.92659,0.96635,0.30912,0.04923,0.39965,1.37558,0.0013763,0.0013763,0.0013763
128,534.224,0.88262,0.81525,0.28698,0.52142,1.17786,0.95657,1,0.9916,0.72163,0.93524,0.97778,0.95906,0.91932,0.97879,0.33197,0.0474,0.4218,1.36235,0.00137135,0.00137135,0.00137135
129,538.152,0.89092,0.88699,0.28789,0.51038,1.17903,0.95697,1,0.99108,0.71588,0.94613,0.98889,0.97699,0.93043,0.95097,0.32253,0.04196,0.42249,1.38793,0.0013664,0.0013664,0.0013664
130,542.066,0.88453,0.8182,0.30121,0.51068,1.22877,0.95728,0.99588,0.98981,0.73851,0.93592,0.97366,0.95553,0.89746,0.9253,0.37927,0.03342,0.4313,1.32878,0.00136145,0.00136145,0.00136145
131,545.965,0.86643,0.76852,0.2645,0.52099,1.16765,0.97719,0.98889,0.99182,0.71809,0.96621,0.97778,0.98015,0.91619,0.96365,0.34105,0.03801,0.42932,1.41527,0.0013565,0.0013565,0.0013565
132,549.858,0.86402,0.6891,0.27406,0.50734,1.17328,0.97667,1,0.99214,0.73111,0.95497,0.97778,0.9677,0.92776,0.9363,0.38888,0.03931,0.40436,1.35007,0.00135155,0.00135155,0.00135155
133,553.774,0.8621,0.71678,0.28038,0.50747,1.19376,0.97606,1,0.99158,0.70959,0.95392,0.97778,0.96725,0.91749,0.93055,0.34503,0.06584,0.41833,1.35472,0.0013466,0.0013466,0.0013466
134,557.76,0.90609,0.64989,0.28203,0.53247,1.24854,0.98897,0.99671,0.99478,0.72604,0.9559,0.96337,0.94848,0.90282,0.93151,0.38848,0.04387,0.4019,1.35551,0.00134165,0.00134165,0.00134165
135,561.654,0.87838,0.69749,0.28333,0.52275,1.1778,0.97566,1,0.99457,0.71897,0.94295,0.96667,0.94977,0.90429,0.92139,0.38772,0.04711,0.41592,1.33869,0.0013367,0.0013367,0.0013367
136,565.551,0.87005,0.76407,0.28847,0.5097,1.19528,0.98899,0.9978,0.99423,0.7282,0.96699,0.97643,0.96827,0.9144,0.92086,0.37201,0.04388,0.40331,1.34505,0.00133175,0.00133175,0.00133175
137,569.457,0.87054,0.54518,0.26064,0.50781,1.18604,0.98898,0.99733,0.9939,0.72768,0.96695,0.97521,0.96523,0.93584,0.93703,0.32671,0.03983,0.40775,1.37958,0.0013268,0.0013268,0.0013268
138,573.373,0.8813,0.60139,0.2518,0.52126,1.20134,0.97703,1,0.99423,0.73398,0.94425,0.96667,0.95118,0.92051,0.92807,0.3677,0.03899,0.4086,1.35293,0.00132185,0.00132185,0.00132185
139,577.266,0.87917,0.68526,0.27007,0.50568,1.1977,0.97811,0.99292,0.99478,0.74308,0.94528,0.95971,0.95073,0.91619,0.93102,0.38549,0.05625,0.39821,1.34818,0.0013169,0.0013169,0.0013169
140,581.213,0.80297,0.64797,0.241,0.4664,1.14683,0.97393,0.98889,0.9926,0.70906,0.941,0.95556,0.95306,0.91392,0.94174,0.38109,0.0321,0.41025,1.40525,0.00131195,0.00131195,0.00131195
141,585.076,0.84135,0.70325,0.25932,0.48926,1.18386,0.98879,0.97983,0.99393,0.71556,0.95526,0.94898,0.95321,0.92778,0.94615,0.32841,0.04546,0.39534,1.3943,0.001307,0.001307,0.001307
142,588.965,0.83144,0.56214,0.24541,0.47577,1.1675,0.96634,1,0.99424,0.73315,0.93946,0.96667,0.95333,0.90778,0.92222,0.3895,0.07069,0.38602,1.32891,0.00130205,0.00130205,0.00130205
143,592.81,0.84466,0.7238,0.27077,0.49584,1.18588,0.98853,0.95723,0.99351,0.73586,0.95436,0.92932,0.94997,0.8886,0.94666,0.40927,0.06845,0.39735,1.3679,0.0012971,0.0012971,0.0012971
144,596.634,0.86256,0.66779,0.27657,0.50419,1.18723,0.95668,0.98889,0.99156,0.71739,0.93501,0.96667,0.96173,0.92592,0.92714,0.35235,0.04802,0.40596,1.38834,0.00129215,0.00129215,0.00129215
145,600.464,0.83734,0.72198,0.26068,0.48233,1.15718,0.96642,1,0.99179,0.71689,0.92342,0.95556,0.93434,0.91455,0.96995,0.34553,0.03313,0.40999,1.4419,0.0012872,0.0012872,0.0012872
146,604.305,0.87946,0.69027,0.27371,0.52794,1.19897,0.96744,0.99049,0.98969,0.72967,0.94578,0.96906,0.96668,0.92096,0.96181,0.2846,0.03898,0.41124,1.40735,0.00128225,0.00128225,0.00128225
147,608.206,0.82913,0.62953,0.23537,0.5039,1.16814,0.96555,1,0.98723,0.72951,0.94409,0.97778,0.96259,0.89907,0.95052,0.36319,0.03053,0.40981,1.38247,0.0012773,0.0012773,0.0012773
148,612.077,0.82698,0.57394,0.24479,0.49551,1.17848,0.9677,0.99883,0.98994,0.7284,0.95694,0.98772,0.97728,0.93773,0.98245,0.24763,0.02246,0.41314,1.38615,0.00127235,0.00127235,0.00127235
149,615.978,0.84638,0.63916,0.23729,0.47716,1.16349,0.96759,1,0.99314,0.72587,0.95676,0.98889,0.98116,0.93087,0.95554,0.32367,0.02909,0.4044,1.38947,0.0012674,0.0012674,0.0012674
150,619.879,0.84067,0.6733,0.22265,0.49142,1.19718,0.95684,1,0.99311,0.7247,0.93555,0.97778,0.965,0.91949,0.99319,0.34504,0.03623,0.41205,1.38241,0.00126245,0.00126245,0.00126245
151,623.742,0.85169,0.56306,0.22518,0.476,1.17326,0.95582,1,0.99246,0.70901,0.94513,0.98889,0.9713,0.93571,0.96671,0.26177,0.03402,0.41485,1.39412,0.0012575,0.0012575,0.0012575
152,627.638,0.85248,0.56046,0.23954,0.48129,1.18287,0.95738,0.99838,0.99187,0.72605,0.94673,0.98737,0.9701,0.93571,0.95049,0.3141,0.03444,0.3886,1.36051,0.00125255,0.00125255,0.00125255
153,631.573,0.8702,0.62417,0.23709,0.48709,1.18986,0.98888,0.98812,0.99279,0.71538,0.97776,0.97701,0.97413,0.93134,0.9715,0.27979,0.02418,0.39397,1.43398,0.0012476,0.0012476,0.0012476
154,635.498,0.84967,0.64749,0.23194,0.49925,1.17025,0.97626,1,0.99264,0.71531,0.96542,0.98889,0.97408,0.93334,1.00369,0.25796,0.02257,0.40269,1.40273,0.00124265,0.00124265,0.00124265
155,639.371,0.84377,0.66442,0.23853,0.50825,1.17726,0.97825,0.99969,0.99252,0.72519,0.95648,0.97778,0.96477,0.92692,0.96076,0.31119,0.03907,0.40812,1.37965,0.0012377,0.0012377,0.0012377
156,643.264,0.8457,0.63022,0.24038,0.49754,1.15287,0.97672,1,0.99252,0.72484,0.95478,0.97778,0.96562,0.92655,0.94458,0.32297,0.03038,0.41366,1.36236,0.00123275,0.00123275,0.00123275
157,647.155,0.86728,0.64511,0.2623,0.50751,1.19716,0.97798,0.98702,0.99256,0.7221,0.95597,0.96501,0.96177,0.94063,0.94759,0.27479,0.04441,0.41813,1.37009,0.0012278,0.0012278,0.0012278
158,651.043,0.87383,0.59439,0.25063,0.51591,1.20327,0.97824,0.99883,0.99264,0.72389,0.95647,0.97661,0.95902,0.93387,0.96883,0.28753,0.04764,0.42272,1.37407,0.00122285,0.00122285,0.00122285
159,654.92,0.76842,0.58072,0.2355,0.47191,1.12403,0.97499,0.98889,0.99146,0.72358,0.95308,0.96667,0.95942,0.93659,0.92176,0.24743,0.04001,0.41146,1.33938,0.0012179,0.0012179,0.0012179
160,658.816,0.83831,0.59274,0.23232,0.48643,1.17607,0.96541,0.98889,0.99186,0.71159,0.94371,0.96667,0.95764,0.92418,0.97993,0.28823,0.0225,0.42815,1.41086,0.00121295,0.00121295,0.00121295
161,662.722,0.84483,0.45037,0.23482,0.48684,1.17261,0.95738,0.99834,0.98935,0.71473,0.93607,0.97622,0.95687,0.92164,0.98568,0.33921,0.02664,0.42652,1.40693,0.001208,0.001208,0.001208
162,666.637,0.84476,0.5771,0.23181,0.48281,1.16352,0.95692,0.98733,0.9855,0.71556,0.92462,0.95399,0.94628,0.91585,1.0134,0.35222,0.02156,0.43226,1.38887,0.00120305,0.00120305,0.00120305
163,670.478,0.84732,0.63368,0.25525,0.49719,1.19164,0.96471,0.97778,0.98819,0.73322,0.93172,0.94444,0.94108,0.91162,0.95165,0.32995,0.03034,0.41825,1.38896,0.0011981,0.0011981,0.0011981
164,674.307,0.86377,0.60548,0.21966,0.49641,1.18652,0.97559,0.98889,0.99227,0.74148,0.95367,0.96667,0.96118,0.9142,0.90746,0.32349,0.04654,0.39831,1.34712,0.00119315,0.00119315,0.00119315
165,678.165,0.83688,0.61595,0.23777,0.48482,1.16521,0.96764,0.99677,0.99246,0.73895,0.93529,0.96353,0.95022,0.9311,0.92064,0.29138,0.07153,0.4097,1.34327,0.0011882,0.0011882,0.0011882
166,682.016,0.80805,0.62051,0.22789,0.50327,1.17421,0.96689,1,0.99265,0.72651,0.94538,0.97778,0.96019,0.93121,0.96327,0.27172,0.03488,0.39775,1.41196,0.00118325,0.00118325,0.00118325
167,685.742,0.81201,0.5345,0.21581,0.47316,1.15591,0.96676,1,0.99224,0.71751,0.94525,0.97778,0.95489,0.91757,0.99022,0.28818,0.0142,0.40669,1.41315,0.0011783,0.0011783,0.0011783
168,689.447,0.80459,0.54317,0.21928,0.47651,1.13018,0.96663,1,0.98476,0.71436,0.95589,0.98889,0.96253,0.91622,0.96066,0.27992,0.02883,0.40135,1.39687,0.00117335,0.00117335,0.00117335
169,694.596,0.7949,0.56653,0.22797,0.48031,1.14785,0.96718,1,0.98344,0.71786,0.95636,0.98889,0.96441,0.91671,0.93209,0.29133,0.02887,0.38766,1.36801,0.0011684,0.0011684,0.0011684
170,699.952,0.813,0.58392,0.23549,0.48558,1.16769,0.9664,1,0.99151,0.71985,0.94489,0.97778,0.96025,0.93374,0.94903,0.24542,0.02481,0.38643,1.38496,0.00116345,0.00116345,0.00116345
171,704.98,0.78197,0.60636,0.24517,0.45756,1.14085,0.9779,0.98351,0.99278,0.7281,0.96686,0.9724,0.97979,0.94808,0.92069,0.24107,0.02756,0.37547,1.35404,0.0011585,0.0011585,0.0011585
172,710.992,0.81191,0.51917,0.20959,0.4778,1.16155,0.95664,1,0.99143,0.73186,0.95664,1,0.99143,0.95938,0.9156,0.20994,0.01867,0.3998,1.36578,0.00115355,0.00115355,0.00115355
173,720.5,0.7908,0.54425,0.21943,0.46037,1.13538,0.96702,1,0.98944,0.73717,0.95627,0.98889,0.97141,0.93997,0.93267,0.21257,0.02024,0.399,1.35267,0.0011486,0.0011486,0.0011486
174,727.235,0.77935,0.48747,0.19998,0.46117,1.1399,0.96571,1,0.98861,0.71489,0.94425,0.97778,0.95538,0.93583,1.01475,0.25521,0.02661,0.42676,1.42218,0.00114365,0.00114365,0.00114365
175,733.462,0.78618,0.60806,0.21624,0.47936,1.11286,0.96625,1,0.99064,0.73228,0.94478,0.97778,0.96362,0.93886,0.93288,0.24226,0.03118,0.37967,1.38157,0.0011387,0.0011387,0.0011387
176,739.667,0.81296,0.61639,0.23194,0.45424,1.18903,0.96653,1,0.99155,0.72921,0.94502,0.97778,0.96238,0.93709,1.02245,0.27209,0.05993,0.41247,1.38951,0.00113375,0.00113375,0.00113375
177,744.159,0.81047,0.50178,0.22459,0.48036,1.13916,0.96677,0.98889,0.99133,0.70977,0.94498,0.96667,0.96416,0.94598,0.97082,0.24247,0.03522,0.44157,1.42682,0.0011288,0.0011288,0.0011288
178,749.178,0.77455,0.48164,0.19495,0.45025,1.14837,0.95727,1,0.98972,0.71485,0.94657,0.98889,0.97423,0.93636,0.95922,0.27104,0.035,0.4216,1.3634,0.00112385,0.00112385,0.00112385
179,754.448,0.86291,0.54965,0.23023,0.4922,1.18665,0.95744,0.99992,0.98973,0.70633,0.9468,0.9888,0.97471,0.9461,0.93225,0.25524,0.03665,0.41574,1.39671,0.0011189,0.0011189,0.0011189
180,759.254,0.78615,0.43796,0.20663,0.45826,1.13291,0.96687,1,0.99079,0.7138,0.94533,0.97778,0.96485,0.93637,0.93961,0.27157,0.04248,0.40296,1.3851,0.00111395,0.00111395,0.00111395
181,765.363,0.79458,0.55847,0.20593,0.46114,1.14208,0.96655,1,0.99034,0.71408,0.96655,1,0.99034,0.9492,0.9604,0.24111,0.02668,0.39281,1.41323,0.001109,0.001109,0.001109
182,772.255,0.82133,0.47087,0.2068,0.45041,1.15067,0.95738,0.99832,0.99314,0.73239,0.95738,0.99832,0.99314,0.95771,0.93702,0.23963,0.02915,0.38111,1.37941,0.00110405,0.00110405,0.00110405
183,778.54,0.76802,0.53772,0.21553,0.43695,1.12643,0.96856,0.97778,0.99293,0.73468,0.95755,0.96667,0.97449,0.93772,0.94962,0.25567,0.02814,0.39436,1.38893,0.0010991,0.0010991,0.0010991
184,784.831,0.81698,0.44646,0.19531,0.47428,1.14929,0.96737,0.98824,0.99314,0.72227,0.96737,0.98824,0.99314,0.94656,0.97132,0.24902,0.02516,0.40863,1.37237,0.00109415,0.00109415,0.00109415
185,791.229,0.77453,0.58151,0.21065,0.45655,1.15119,0.96716,1,0.99346,0.72098,0.96716,1,0.99346,0.96204,0.95085,0.22372,0.0267,0.40504,1.4032,0.0010892,0.0010892,0.0010892
186,798.025,0.78128,0.54703,0.20214,0.44928,1.13662,0.96617,1,0.99358,0.73669,0.9554,0.98889,0.9816,0.95917,0.89791,0.24822,0.02589,0.3899,1.35963,0.00108425,0.00108425,0.00108425
187,807.74,0.82068,0.46977,0.22448,0.47173,1.15125,0.96607,1,0.99322,0.72943,0.94456,0.97778,0.96512,0.93773,0.9285,0.29895,0.03007,0.40572,1.39127,0.0010793,0.0010793,0.0010793
188,814.213,0.78713,0.4618,0.20812,0.46562,1.11943,0.96792,1,0.99264,0.73291,0.94606,0.97778,0.95753,0.92163,0.93038,0.33628,0.02532,0.40052,1.37524,0.00107435,0.00107435,0.00107435
189,817.86,0.75862,0.50052,0.20572,0.44874,1.13856,0.96549,1,0.98632,0.72018,0.94396,0.97778,0.95613,0.94371,0.93402,0.24748,0.02956,0.41268,1.37256,0.0010694,0.0010694,0.0010694
190,821.529,0.79735,0.52085,0.20068,0.45385,1.14952,0.9673,1,0.98275,0.71954,0.9673,1,0.98275,0.94579,0.94968,0.19563,0.03448,0.42022,1.36177,0.00106445,0.00106445,0.00106445
191,825.234,0.75926,0.50117,0.21392,0.45094,1.13503,0.96767,0.99758,0.98453,0.73849,0.95689,0.98647,0.96664,0.95117,0.90047,0.19406,0.04189,0.39166,1.329,0.0010595,0.0010595,0.0010595
192,828.893,0.76264,0.43686,0.20251,0.43676,1.14212,0.96762,0.99615,0.99007,0.73534,0.95683,0.98504,0.96706,0.94211,0.93443,0.21805,0.0404,0.41558,1.35357,0.00105455,0.00105455,0.00105455
193,832.587,0.75723,0.44023,0.18268,0.43436,1.12154,0.96761,0.99582,0.99054,0.73225,0.95681,0.98471,0.97046,0.94494,0.92818,0.2306,0.02074,0.41407,1.35984,0.0010496,0.0010496,0.0010496
194,836.287,0.75099,0.6026,0.18995,0.42704,1.13812,0.96769,0.99829,0.99042,0.73247,0.96769,0.99829,0.99042,0.94018,0.96149,0.24955,0.03147,0.39962,1.36523,0.00104465,0.00104465,0.00104465
195,840.059,0.77523,0.4413,0.18366,0.44038,1.13401,0.9676,0.99554,0.99245,0.72403,0.9676,0.99554,0.99245,0.95989,0.9357,0.19532,0.0286,0.41287,1.37633,0.0010397,0.0010397,0.0010397
196,843.813,0.72568,0.46839,0.19459,0.4191,1.10628,0.96667,1,0.99369,0.71249,0.96667,1,0.99369,0.96482,0.94726,0.1781,0.02245,0.41438,1.38433,0.00103475,0.00103475,0.00103475
197,847.568,0.7712,0.42583,0.18014,0.43331,1.13386,0.96355,1,0.99336,0.71922,0.96355,1,0.99336,0.96121,0.99543,0.19737,0.02411,0.41153,1.40339,0.0010298,0.0010298,0.0010298
198,851.319,0.76393,0.41454,0.19627,0.44264,1.13647,0.96005,1,0.99106,0.72369,0.93871,0.97778,0.96299,0.94663,0.96605,0.22038,0.02322,0.40038,1.38995,0.00102485,0.00102485,0.00102485
199,855.069,0.77107,0.50033,0.19779,0.44366,1.12311,0.96669,1,0.99233,0.72863,0.9451,0.97778,0.96581,0.94912,0.9424,0.21939,0.0271,0.39456,1.40163,0.0010199,0.0010199,0.0010199
200,858.866,0.7354,0.42661,0.18121,0.43649,1.11688,0.99285,0.98889,0.99468,0.71347,0.99285,0.98889,0.99468,0.95365,0.94888,0.22552,0.02079,0.38659,1.42809,0.00101495,0.00101495,0.00101495
201,862.551,0.72131,0.4938,0.1962,0.43034,1.10175,0.96769,0.9985,0.99391,0.70852,0.93541,0.96548,0.95297,0.95028,0.95846,0.23135,0.02187,0.39023,1.42495,0.00101,0.00101,0.00101
202,866.249,0.78215,0.45834,0.20181,0.4475,1.14976,0.96153,1,0.99256,0.71131,0.94,0.97778,0.96147,0.94406,0.99201,0.23034,0.02114,0.40464,1.41294,0.00100505,0.00100505,0.00100505
203,869.916,0.7588,0.4727,0.18172,0.42564,1.1254,0.96614,1,0.99118,0.7139,0.94467,0.97778,0.95928,0.94596,0.95248,0.25213,0.01192,0.40455,1.39489,0.0010001,0.0010001,0.0010001
204,873.597,0.78089,0.49097,0.19431,0.44431,1.15545,0.95594,1,0.99178,0.72274,0.9347,0.97778,0.95734,0.94855,0.93583,0.201,0.02087,0.40046,1.35139,0.00099515,0.00099515,0.00099515
205,877.271,0.73759,0.39585,0.18786,0.42666,1.12689,0.97807,1,0.99379,0.72016,0.97807,1,0.99379,0.9563,0.96362,0.19812,0.02308,0.40216,1.40852,0.0009902,0.0009902,0.0009902
206,880.956,0.73395,0.45433,0.21466,0.43038,1.1,0.9933,1,0.995,0.7322,0.9933,1,0.995,0.95968,0.94614,0.18578,0.0292,0.38988,1.38582,0.00098525,0.00098525,0.00098525
207,884.658,0.73279,0.46388,0.21245,0.43025,1.1008,0.9881,1,0.99489,0.71796,0.9881,1,0.99489,0.96062,0.98353,0.20089,0.01885,0.38938,1.39529,0.0009803,0.0009803,0.0009803
208,888.349,0.73061,0.49207,0.18094,0.41813,1.10324,0.98359,1,0.99478,0.72573,0.97255,0.98889,0.97786,0.95457,0.94636,0.21913,0.02561,0.38179,1.4084,0.00097535,0.00097535,0.00097535
209,892.079,0.76675,0.3759,0.18058,0.41723,1.14651,0.97919,1,0.99434,0.72803,0.96831,0.98889,0.97821,0.94258,0.98899,0.23617,0.01633,0.39145,1.41697,0.0009704,0.0009704,0.0009704
210,895.853,0.75017,0.48377,0.16682,0.42968,1.11708,0.98582,1,0.99467,0.71629,0.97487,0.98889,0.97641,0.95535,0.98913,0.243,0.02259,0.39233,1.4351,0.00096545,0.00096545,0.00096545
211,899.533,0.77397,0.37369,0.18775,0.43836,1.15244,0.98813,1,0.99467,0.72608,0.97707,0.98889,0.97779,0.95595,0.98721,0.18932,0.0223,0.40252,1.40973,0.0009605,0.0009605,0.0009605
212,903.204,0.75314,0.46939,0.16434,0.43249,1.11308,0.9756,1,0.99456,0.71909,0.96464,0.98889,0.97756,0.96335,0.96429,0.18658,0.02083,0.39694,1.41632,0.00095555,0.00095555,0.00095555
213,906.911,0.73495,0.39765,0.16891,0.4103,1.13292,0.96676,1,0.99346,0.7244,0.95599,0.98889,0.97485,0.95689,0.99086,0.17363,0.02182,0.40267,1.41085,0.0009506,0.0009506,0.0009506
214,910.599,0.71579,0.38254,0.17443,0.40954,1.09566,0.96682,1,0.99245,0.70956,0.956,0.98889,0.97646,0.96056,0.99401,0.18771,0.02123,0.40666,1.43063,0.00094565,0.00094565,0.00094565
215,914.272,0.76457,0.41888,0.17864,0.43847,1.1373,0.95663,1,0.99147,0.7178,0.95663,1,0.99147,0.96612,0.95495,0.15542,0.02663,0.40526,1.40605,0.0009407,0.0009407,0.0009407
216,917.951,0.74017,0.44661,0.17023,0.43014,1.10115,0.9553,1,0.99211,0.72149,0.9553,1,0.99211,0.97551,0.95688,0.1273,0.01729,0.3974,1.42055,0.00093575,0.00093575,0.00093575
217,921.723,0.76774,0.44521,0.18591,0.44749,1.14608,0.96636,1,0.99179,0.7138,0.96636,1,0.99179,0.96568,1.01431,0.1526,0.02702,0.40867,1.40768,0.0009308,0.0009308,0.0009308
218,925.394,0.69834,0.36384,0.17473,0.40864,1.08466,0.96772,0.99942,0.99115,0.74212,0.96772,0.99942,0.99115,0.95649,0.92506,0.16458,0.01896,0.39488,1.36441,0.00092585,0.00092585,0.00092585
219,929.215,0.77652,0.41161,0.16749,0.43177,1.12218,0.97819,0.99661,0.99321,0.72669,0.96728,0.9855,0.97624,0.94907,1.02147,0.19576,0.01667,0.42788,1.42575,0.0009209,0.0009209,0.0009209
220,932.984,0.72277,0.42349,0.18467,0.42414,1.11282,0.967,1,0.99255,0.73471,0.93474,0.96667,0.95314,0.95208,0.94143,0.2294,0.01601,0.38706,1.38138,0.00091595,0.00091595,0.00091595
221,936.86,0.76367,0.42995,0.20015,0.4412,1.11888,0.96771,0.99908,0.99071,0.72769,0.94619,0.97696,0.96479,0.95508,0.94125,0.22646,0.01527,0.39348,1.37496,0.000911,0.000911,0.000911
222,940.872,0.72923,0.37465,0.17851,0.43237,1.1147,0.96645,1,0.98445,0.72441,0.9556,0.98889,0.97322,0.95876,0.9561,0.17339,0.02972,0.4077,1.37049,0.00090605,0.00090605,0.00090605
223,944.678,0.7319,0.41166,0.17756,0.42834,1.10716,0.96651,1,0.98187,0.71564,0.95577,0.98889,0.97088,0.94702,0.94348,0.17324,0.03437,0.40035,1.41818,0.0009011,0.0009011,0.0009011
224,948.553,0.75597,0.51026,0.17201,0.42804,1.10565,0.96664,1,0.98808,0.71934,0.94513,0.97778,0.96238,0.9547,0.98036,0.1752,0.02402,0.40319,1.40822,0.00089615,0.00089615,0.00089615
225,952.419,0.69629,0.37112,0.1619,0.4041,1.10227,0.97691,1,0.99335,0.72929,0.96606,0.98889,0.98026,0.96184,0.91516,0.18283,0.01195,0.37925,1.38938,0.0008912,0.0008912,0.0008912
226,957.177,0.76786,0.41759,0.1792,0.43082,1.10515,0.98868,1,0.99445,0.74532,0.9777,0.98889,0.97943,0.96258,0.94039,0.1859,0.01637,0.36435,1.37376,0.00088625,0.00088625,0.00088625
227,962.297,0.72325,0.45791,0.19386,0.42963,1.12366,0.99536,0.97778,0.99446,0.72646,0.98894,0.99325,0.99478,0.97015,0.94062,0.15937,0.0225,0.36962,1.38838,0.0008813,0.0008813,0.0008813
228,966.791,0.70594,0.41307,0.17386,0.4105,1.10026,0.95607,1,0.99335,0.72788,0.94545,0.98889,0.98028,0.95973,0.96435,0.18231,0.01855,0.38342,1.37495,0.00087635,0.00087635,0.00087635
229,970.63,0.69898,0.41636,0.16143,0.42197,1.10267,0.95603,1,0.99035,0.70046,0.95603,1,0.99035,0.95571,1.05206,0.1718,0.01497,0.41422,1.43911,0.0008714,0.0008714,0.0008714
230,974.399,0.71201,0.3751,0.18564,0.41652,1.10664,0.95586,1,0.99003,0.72249,0.9452,0.98889,0.97242,0.95074,0.99093,0.20247,0.01216,0.40073,1.42234,0.00086645,0.00086645,0.00086645
231,978.183,0.69654,0.43522,0.16424,0.39903,1.07494,0.96627,1,0.99276,0.74601,0.95553,0.98889,0.97748,0.96561,0.91298,0.1512,0.01145,0.36942,1.38022,0.0008615,0.0008615,0.0008615
232,982.057,0.70045,0.33251,0.15659,0.393,1.08774,0.97684,1,0.99402,0.72549,0.97684,1,0.99402,0.97447,0.99666,0.15105,0.01567,0.38513,1.40546,0.00085655,0.00085655,0.00085655
233,985.832,0.68925,0.41922,0.1697,0.40522,1.0932,0.96754,0.99363,0.99402,0.73163,0.96754,0.99363,0.99402,0.97346,0.90833,0.14818,0.01896,0.38406,1.40756,0.0008516,0.0008516,0.0008516
234,989.608,0.74651,0.41816,0.17496,0.42557,1.10711,0.9782,0.99718,0.99445,0.74456,0.9782,0.99718,0.99445,0.97528,0.94712,0.14778,0.02472,0.38407,1.38721,0.00084665,0.00084665,0.00084665
235,993.488,0.69973,0.41863,0.17926,0.40954,1.11171,0.96758,1,0.99333,0.73736,0.96758,1,0.99333,0.97054,0.96203,0.15439,0.02046,0.37467,1.40061,0.0008417,0.0008417,0.0008417
236,997.267,0.69739,0.43586,0.17757,0.42856,1.09615,0.97798,0.98715,0.99242,0.73253,0.97798,0.98715,0.99242,0.952,0.97945,0.2259,0.01405,0.40304,1.40878,0.00083675,0.00083675,0.00083675
237,1001.05,0.70129,0.39743,0.16788,0.40723,1.08447,0.96387,1,0.99048,0.73616,0.95316,0.98889,0.97779,0.95965,0.94047,0.18585,0.01463,0.39762,1.37037,0.0008318,0.0008318,0.0008318
238,1004.8,0.70467,0.40084,0.1708,0.40739,1.07937,0.95579,0.98889,0.97401,0.69462,0.96661,1,0.98609,0.96362,1.11395,0.15687,0.02129,0.46137,1.48971,0.00082685,0.00082685,0.00082685
239,1008.6,0.73168,0.4139,0.15938,0.41737,1.12227,0.95621,1,0.98748,0.70584,0.95621,1,0.98748,0.96332,1.01974,0.15187,0.02134,0.42745,1.44296,0.0008219,0.0008219,0.0008219
240,1012.35,0.69961,0.36449,0.16811,0.39685,1.08611,0.96378,1,0.9921,0.74115,0.96378,1,0.9921,0.95987,0.94022,0.17642,0.01449,0.38269,1.3564,0.00081695,0.00081695,0.00081695
241,1016.09,0.71469,0.35334,0.15375,0.4185,1.11087,0.96763,0.99636,0.99226,0.74674,0.96763,0.99636,0.99226,0.95315,0.91879,0.18491,0.01392,0.37479,1.35101,0.000812,0.000812,0.000812
242,1019.83,0.70853,0.43153,0.16159,0.40495,1.09436,0.9573,0.99645,0.98839,0.71621,0.9573,0.99645,0.98839,0.95368,1.02466,0.20048,0.01224,0.42627,1.42705,0.00080705,0.00080705,0.00080705
243,1023.56,0.69263,0.32366,0.16171,0.41247,1.09996,0.95315,1,0.98776,0.72109,0.95315,1,0.98776,0.95146,0.95509,0.20631,0.01638,0.41051,1.40533,0.0008021,0.0008021,0.0008021
