epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,66.918,1.15577,3.108,0.59224,0.82077,1.3827,0.82325,0.82807,0.87674,0.50861,0.55111,0.6,0.50967,0.11269,1.38692,4.21491,0.2074,4.04875,1.82248,0.0019505,0.0019505,0.0019505
12,70.6966,1.21834,3.00192,0.59388,0.83803,1.45652,0.40592,0.72222,0.39971,0.15476,0.2985,0.57778,0.21832,0.04495,1.91736,4.16773,0.35225,4.12842,2.31178,0.00194555,0.00194555,0.00194555
13,74.4024,1.21703,3.1269,0.57087,0.86733,1.41828,0.82613,0.81111,0.84694,0.55471,0.76361,0.75377,0.69389,0.20363,1.31792,3.39388,0.23497,1.48283,1.67967,0.0019406,0.0019406,0.0019406
14,78.2053,1.21752,2.9385,0.57819,0.79527,1.4061,0.86083,0.82477,0.89211,0.49699,0.76108,0.70791,0.67879,0.14161,1.41368,3.67513,0.20571,4.00697,1.84789,0.00193565,0.00193565,0.00193565
15,81.8948,1.19161,2.97679,0.56322,0.77859,1.37624,0.89879,0.78889,0.87964,0.50014,0.83659,0.73333,0.79109,0.2291,1.39086,3.04341,0.15919,2.35667,1.81331,0.0019307,0.0019307,0.0019307
16,85.5867,1.17979,2.81969,0.52463,0.77386,1.41295,0.87124,0.86667,0.91839,0.62519,0.85168,0.84444,0.83531,0.25588,1.19521,2.64389,0.17064,2.44756,1.6282,0.00192575,0.00192575,0.00192575
17,89.3678,1.16361,2.8723,0.52318,0.77391,1.39965,0.89622,0.86356,0.91451,0.58224,0.70073,0.67642,0.63499,0.22507,1.25752,3.3475,0.112,2.28369,1.68927,0.0019208,0.0019208,0.0019208
18,93.064,1.21799,2.82572,0.5283,0.78079,1.42786,0.7555,0.85836,0.87948,0.49924,0.6183,0.61111,0.56929,0.156,1.36996,3.73907,0.1689,2.0199,1.87863,0.00191585,0.00191585,0.00191585
19,96.8098,1.17851,2.77753,0.51902,0.75422,1.40538,0.96329,0.95556,0.97318,0.6328,0.81051,0.80796,0.77167,0.26549,1.15045,2.77026,0.14884,1.01798,1.67589,0.0019109,0.0019109,0.0019109
20,100.563,1.11622,2.656,0.49997,0.71046,1.34677,0.93695,0.99072,0.99088,0.64552,0.85926,0.84444,0.82324,0.37013,1.1899,2.33666,0.05745,0.75523,1.59783,0.00190595,0.00190595,0.00190595
21,104.318,1.10637,2.68061,0.50899,0.69807,1.34607,0.9359,0.97343,0.97791,0.68469,0.87082,0.8988,0.87503,0.23239,1.03138,2.8012,0.12043,0.69681,1.48814,0.001901,0.001901,0.001901
22,108.022,1.09002,2.7882,0.50511,0.69368,1.35332,0.95352,0.91111,0.95916,0.62611,0.7295,0.7,0.69749,0.15963,1.15586,3.45651,0.15945,1.03893,1.65681,0.00189605,0.00189605,0.00189605
23,111.716,1.11178,2.67987,0.49935,0.71867,1.35424,0.82652,0.91111,0.95507,0.62623,0.632,0.7,0.58358,0.15644,1.13146,3.29858,0.09266,1.35037,1.52891,0.0018911,0.0018911,0.0018911
24,115.397,1.09455,2.54436,0.47312,0.72499,1.33426,0.9079,0.97778,0.98741,0.66754,0.81119,0.85556,0.8167,0.36339,1.0564,2.63356,0.07298,1.20576,1.50703,0.00188615,0.00188615,0.00188615
25,119.157,1.11998,2.69243,0.44043,0.69674,1.35477,0.9319,0.98889,0.97591,0.65225,0.83661,0.83333,0.78852,0.24962,1.11087,2.72906,0.05834,0.67349,1.53335,0.0018812,0.0018812,0.0018812
26,122.848,1.08167,2.54696,0.48843,0.72423,1.32821,0.85844,0.94332,0.9678,0.62643,0.80621,0.76667,0.74383,0.22997,1.16114,2.83627,0.11692,0.72275,1.53278,0.00187625,0.00187625,0.00187625
27,126.508,1.08093,2.51468,0.46138,0.68045,1.30499,0.98869,0.97095,0.99083,0.67971,0.86425,0.84888,0.775,0.23712,1.09669,2.73129,0.10193,0.60807,1.52496,0.0018713,0.0018713,0.0018713
28,130.181,1.09411,2.5945,0.47259,0.70278,1.37271,0.9664,0.94444,0.9732,0.65037,0.90927,0.88889,0.88247,0.36487,1.12058,2.41693,0.1367,0.76741,1.55988,0.00186635,0.00186635,0.00186635
29,133.91,1.09407,2.5126,0.44712,0.70291,1.33142,0.93385,0.98889,0.99084,0.65088,0.86474,0.91111,0.90738,0.49589,1.09353,2.04822,0.06227,0.61102,1.59465,0.0018614,0.0018614,0.0018614
30,137.67,1.05222,2.3249,0.45397,0.65427,1.32106,0.95704,0.99022,0.99212,0.69134,0.86042,0.89041,0.86925,0.34555,1.07611,2.43021,0.13273,0.64609,1.50982,0.00185645,0.00185645,0.00185645
31,141.339,1.07661,2.34361,0.44518,0.66596,1.3154,0.9468,0.98877,0.98959,0.68071,0.82392,0.88889,0.80214,0.3988,1.05012,1.95547,0.0684,0.67126,1.48781,0.0018515,0.0018515,0.0018515
32,145.011,1.07217,2.30277,0.46708,0.65534,1.31798,0.8962,0.95932,0.96739,0.68108,0.83819,0.86337,0.8477,0.482,1.0805,2.01823,0.07221,0.58822,1.51913,0.00184655,0.00184655,0.00184655
33,148.756,1.08732,2.23244,0.43059,0.68669,1.32039,0.96513,1,0.98596,0.69619,0.90072,0.93333,0.87787,0.44476,1.03782,1.77904,0.0735,0.5124,1.44287,0.0018416,0.0018416,0.0018416
34,152.446,1.08233,2.1081,0.44325,0.67035,1.30694,0.97406,1,0.99434,0.71055,0.8758,0.87778,0.81709,0.54067,1.002,1.61522,0.18167,0.49521,1.41785,0.00183665,0.00183665,0.00183665
35,156.193,1.03354,2.18507,0.44196,0.62623,1.29285,0.97542,0.88196,0.94948,0.69535,0.88251,0.8,0.83294,0.52914,1.04928,1.80683,0.1617,0.67276,1.43192,0.0018317,0.0018317,0.0018317
36,159.861,1.08267,1.97949,0.44003,0.63904,1.32344,0.95509,0.94527,0.98893,0.69988,0.77509,0.84444,0.81139,0.56156,0.99416,1.7631,0.09284,0.59111,1.4405,0.00182675,0.00182675,0.00182675
37,163.625,1.04789,1.98564,0.44649,0.62653,1.29046,0.95166,0.91111,0.97269,0.67871,0.81026,0.77778,0.77973,0.54207,1.0563,1.99879,0.1514,0.66658,1.45065,0.0018218,0.0018218,0.0018218
38,167.368,1.05118,2.05031,0.45955,0.66338,1.34716,0.94656,0.98413,0.99178,0.69815,0.80723,0.83756,0.75049,0.48461,1.05384,1.6102,0.14846,0.52514,1.49349,0.00181685,0.00181685,0.00181685
39,171.033,1.0122,2.03838,0.44143,0.63293,1.29513,0.97681,0.98889,0.99423,0.65307,0.85353,0.86667,0.80288,0.50102,1.11642,1.45143,0.06885,0.55854,1.56098,0.0018119,0.0018119,0.0018119
40,174.691,1.04615,1.99245,0.42963,0.64504,1.31874,0.9726,0.97778,0.9923,0.70248,0.85063,0.85556,0.79685,0.48644,1.00722,1.61205,0.12407,0.51176,1.42808,0.00180695,0.00180695,0.00180695
41,178.364,1.00661,1.90488,0.43235,0.65511,1.28429,0.94342,0.98889,0.98757,0.69634,0.85855,0.9,0.87809,0.62322,0.96933,1.35482,0.1919,0.50013,1.41727,0.001802,0.001802,0.001802
42,182.123,0.98966,1.84826,0.44334,0.61218,1.26074,0.94405,1,0.98966,0.68489,0.84942,0.9,0.82907,0.60474,1.01316,1.2714,0.08405,0.52065,1.44162,0.00179705,0.00179705,0.00179705
43,185.794,1.05951,1.88397,0.43057,0.64345,1.29941,0.94732,0.95556,0.98657,0.68627,0.87022,0.87778,0.86892,0.65794,1.0544,1.21154,0.12087,0.64013,1.43328,0.0017921,0.0017921,0.0017921
44,189.543,1.02303,1.89784,0.41399,0.64069,1.30478,0.95684,1,0.99161,0.71422,0.88198,0.92222,0.87525,0.63424,1.03309,1.19637,0.12238,0.59475,1.41809,0.00178715,0.00178715,0.00178715
45,193.365,1.05031,1.72832,0.42606,0.64329,1.27034,0.95426,1,0.99169,0.67778,0.91162,0.95556,0.93249,0.67285,1.04787,1.08863,0.06923,0.52486,1.45413,0.0017822,0.0017822,0.0017822
46,197.218,1.05031,1.86883,0.4064,0.64633,1.33513,0.95911,0.98889,0.98443,0.69245,0.86889,0.91111,0.87752,0.57813,1.0503,1.43736,0.12891,0.58914,1.41676,0.00177725,0.00177725,0.00177725
47,200.957,1.0117,1.70084,0.41924,0.63685,1.29105,0.95389,1,0.99233,0.69842,0.88983,0.93333,0.90672,0.57202,1.01521,1.36524,0.14346,0.53626,1.44406,0.0017723,0.0017723,0.0017723
48,204.728,1.04696,1.6798,0.40211,0.63615,1.29964,0.9821,0.98889,0.99271,0.69944,0.94773,0.95556,0.94459,0.72268,1.03365,0.90645,0.16691,0.51343,1.45338,0.00176735,0.00176735,0.00176735
49,208.483,1.01285,1.69219,0.40854,0.62603,1.28498,0.98872,0.97383,0.98321,0.69576,0.92117,0.90887,0.8681,0.69252,1.04216,1.0452,0.12232,0.51279,1.45186,0.0017624,0.0017624,0.0017624
50,212.165,1.06967,1.70936,0.40185,0.6476,1.3136,0.9677,0.99865,0.99378,0.71311,0.95693,0.98754,0.98322,0.75107,0.97141,0.82685,0.05495,0.49046,1.39243,0.00175745,0.00175745,0.00175745
51,215.928,0.99718,1.60625,0.41964,0.63358,1.28952,0.96734,0.98717,0.99037,0.69648,0.93468,0.95403,0.9518,0.72409,0.96179,1.06377,0.11066,0.58931,1.43924,0.0017525,0.0017525,0.0017525
52,219.6,1.02655,1.45947,0.39836,0.63931,1.27725,0.94716,0.99588,0.9879,0.68575,0.9155,0.96303,0.94369,0.77189,0.98153,0.78399,0.09724,0.53797,1.43704,0.00174755,0.00174755,0.00174755
53,223.278,0.9727,1.65561,0.37793,0.61105,1.23561,0.95269,0.96667,0.9765,0.63596,0.93079,0.94444,0.95591,0.71879,1.12329,1.05438,0.06496,0.56867,1.59578,0.0017426,0.0017426,0.0017426
54,226.944,1.01945,1.36947,0.39455,0.63514,1.27155,0.96019,0.98889,0.98926,0.72096,0.93847,0.96667,0.96301,0.80217,0.9745,0.73457,0.0619,0.46389,1.38745,0.00173765,0.00173765,0.00173765
55,230.756,0.99698,1.34631,0.36705,0.64807,1.26476,0.93659,1,0.99231,0.70451,0.92395,0.96667,0.94419,0.78537,1.02543,0.71329,0.06225,0.50782,1.44931,0.0017327,0.0017327,0.0017327
56,234.442,0.99581,1.39375,0.40077,0.63574,1.28325,0.95514,0.98889,0.99178,0.70326,0.91214,0.94444,0.93423,0.80392,0.99555,0.77092,0.11734,0.48477,1.44484,0.00172775,0.00172775,0.00172775
57,238.164,0.94697,1.22719,0.39239,0.59585,1.2398,0.95641,0.97524,0.99,0.7141,0.92373,0.94198,0.93181,0.74503,0.96472,0.79576,0.10207,0.46624,1.38315,0.0017228,0.0017228,0.0017228
58,241.842,0.99971,1.34646,0.39818,0.59536,1.26569,0.96086,0.97778,0.98758,0.69597,0.9384,0.95556,0.95698,0.80077,0.97656,0.74837,0.09804,0.50037,1.43776,0.00171785,0.00171785,0.00171785
59,245.509,0.98541,1.21426,0.37803,0.59896,1.28226,0.9746,1,0.99467,0.70717,0.95294,0.97778,0.96724,0.83855,0.97069,0.61527,0.06926,0.47008,1.4075,0.0017129,0.0017129,0.0017129
60,249.26,0.98445,1.09718,0.36396,0.58506,1.28961,0.96553,0.98889,0.99233,0.72053,0.91109,0.93333,0.92398,0.78946,0.95614,0.87674,0.07905,0.46482,1.38385,0.00170795,0.00170795,0.00170795
61,252.963,1.00059,1.29802,0.37765,0.62066,1.29569,0.97819,0.99666,0.99423,0.70826,0.96729,0.98567,0.98334,0.85632,0.96741,0.67509,0.07664,0.47964,1.39751,0.001703,0.001703,0.001703
62,256.733,1.01466,1.2878,0.39445,0.62213,1.28056,0.97691,1,0.995,0.70143,0.93318,0.95556,0.9387,0.81766,0.97735,0.7496,0.04501,0.48072,1.39953,0.00169805,0.00169805,0.00169805
63,260.424,0.97015,1.17273,0.38165,0.57127,1.26096,0.96766,0.99749,0.99401,0.71215,0.92456,0.95317,0.94359,0.82125,0.98107,0.6699,0.0675,0.46911,1.39206,0.0016931,0.0016931,0.0016931
64,264.123,0.96411,1.24157,0.36859,0.59924,1.28199,0.96477,1,0.99369,0.69157,0.94333,0.97778,0.96719,0.82363,1.01299,0.59555,0.07921,0.4576,1.42575,0.00168815,0.00168815,0.00168815
65,267.807,0.99668,1.20205,0.36126,0.60214,1.28322,0.96357,1,0.99295,0.70306,0.93137,0.96667,0.94479,0.81607,1.00657,0.59256,0.08319,0.44843,1.44496,0.0016832,0.0016832,0.0016832
66,271.507,0.97511,1.20367,0.37661,0.59326,1.27479,0.97819,0.99681,0.992,0.69677,0.93459,0.95257,0.93331,0.79707,1.01475,0.79968,0.08396,0.48667,1.43582,0.00167825,0.00167825,0.00167825
67,275.25,0.96643,1.13925,0.38404,0.5784,1.27128,0.96472,0.98889,0.99289,0.70639,0.94297,0.96667,0.96293,0.80779,0.96476,0.69026,0.08033,0.47353,1.40373,0.0016733,0.0016733,0.0016733
68,278.938,0.9579,1.27131,0.37819,0.55944,1.26334,0.98272,0.94444,0.98998,0.7071,0.95959,0.92222,0.96277,0.7959,0.9799,0.74925,0.05859,0.49936,1.43677,0.00166835,0.00166835,0.00166835
69,282.616,0.987,1.1946,0.3946,0.60474,1.27706,0.94678,0.98834,0.99202,0.69517,0.8952,0.9491,0.93556,0.83903,1.00143,0.6613,0.10855,0.49775,1.4158,0.0016634,0.0016634,0.0016634
70,286.31,0.96705,1.07967,0.38186,0.562,1.27095,0.96432,0.96667,0.98943,0.70625,0.93098,0.93333,0.94349,0.83657,1.02879,0.59158,0.11864,0.49927,1.40685,0.00165845,0.00165845,0.00165845
71,289.992,0.99084,1.2056,0.38078,0.58171,1.27671,0.9372,0.99494,0.99184,0.70965,0.89569,0.95414,0.9334,0.80349,0.9918,0.8138,0.10072,0.49841,1.42372,0.0016535,0.0016535,0.0016535
72,293.747,0.94543,1.24728,0.36647,0.59101,1.24014,0.94514,0.98889,0.98572,0.72269,0.93437,0.97778,0.97144,0.83531,0.9807,0.59149,0.06678,0.47115,1.40703,0.00164855,0.00164855,0.00164855
73,298.004,0.97496,1.13489,0.35727,0.61368,1.26678,0.94342,0.98889,0.98976,0.71339,0.94342,0.98889,0.97777,0.8609,0.93144,0.51497,0.05963,0.44428,1.40688,0.0016436,0.0016436,0.0016436
74,301.794,0.93352,1.04151,0.36981,0.57738,1.23198,0.92955,1,0.9913,0.72529,0.90889,0.97778,0.96414,0.83706,0.94601,0.60573,0.07138,0.46567,1.39341,0.00163865,0.00163865,0.00163865
75,305.479,0.96972,1.19726,0.35432,0.58537,1.23707,0.94719,0.99652,0.99133,0.68811,0.91551,0.96319,0.94341,0.82053,1.00281,0.58831,0.04402,0.49699,1.43916,0.0016337,0.0016337,0.0016337
76,309.297,0.97333,1.18832,0.37179,0.5834,1.26834,0.95731,0.99678,0.98787,0.71805,0.93599,0.97482,0.96606,0.83833,0.99074,0.52689,0.05729,0.48739,1.38418,0.00162875,0.00162875,0.00162875
77,313.13,0.94106,0.98646,0.35053,0.58288,1.2191,0.94687,1,0.98397,0.6897,0.93635,0.98889,0.96843,0.86638,1.04067,0.49826,0.02427,0.51432,1.50562,0.0016238,0.0016238,0.0016238
78,316.933,0.98413,1.0633,0.3741,0.57208,1.28631,0.96769,0.99841,0.9928,0.72576,0.94616,0.97635,0.96497,0.86984,0.95217,0.50176,0.02882,0.46117,1.38222,0.00161885,0.00161885,0.00161885
79,320.834,0.9888,1.14457,0.3663,0.61653,1.29701,0.95715,1,0.99379,0.68209,0.93577,0.97778,0.96889,0.85505,1.0156,0.55742,0.05099,0.51856,1.46901,0.0016139,0.0016139,0.0016139
80,324.573,0.98624,1.1845,0.37099,0.5794,1.26164,0.97337,1,0.99445,0.69732,0.95142,0.97778,0.9658,0.89496,1.02189,0.47326,0.04911,0.45224,1.43079,0.00160895,0.00160895,0.00160895
81,329.438,0.9509,1.07423,0.36262,0.56961,1.23734,0.9652,1,0.98957,0.71243,0.93284,0.96667,0.94427,0.85133,0.98395,0.55595,0.05946,0.47122,1.38028,0.001604,0.001604,0.001604
82,339.773,0.97546,1.10317,0.36511,0.57208,1.26244,0.95562,1,0.99178,0.71704,0.90249,0.94444,0.91574,0.82579,0.96696,0.55235,0.10611,0.45067,1.36631,0.00159905,0.00159905,0.00159905
83,344.779,1.00286,0.9844,0.36238,0.61295,1.27177,0.91281,0.96667,0.98079,0.70136,0.89151,0.94444,0.95452,0.84612,0.99843,0.55497,0.0916,0.52107,1.41949,0.0015941,0.0015941,0.0015941
84,351.083,0.95579,1.21516,0.36256,0.60176,1.27122,0.94819,0.96667,0.98413,0.7214,0.9373,0.95556,0.97034,0.85269,0.97717,0.53503,0.05733,0.74955,1.35822,0.00158915,0.00158915,0.00158915
85,361.729,0.9304,0.95245,0.3539,0.58326,1.22253,0.964,1,0.99357,0.72789,0.93173,0.96667,0.94781,0.89371,0.94867,0.43763,0.04111,0.48519,1.36689,0.0015842,0.0015842,0.0015842
86,368.638,0.9509,0.95535,0.33097,0.54234,1.22759,0.95451,1,0.99145,0.71637,0.9439,0.98889,0.97621,0.91354,1.00637,0.4085,0.06659,0.44407,1.4028,0.00157925,0.00157925,0.00157925
87,372.468,0.9761,0.99983,0.37402,0.57226,1.2594,0.95705,0.99047,0.98971,0.69271,0.93595,0.97419,0.95285,0.84065,1.01883,0.49091,0.08985,0.47903,1.46675,0.0015743,0.0015743,0.0015743
88,376.474,0.92368,0.96884,0.3474,0.54362,1.22555,0.94736,0.99986,0.99055,0.70289,0.90521,0.95556,0.91209,0.87259,1.01969,0.43086,0.06487,0.46077,1.44351,0.00156935,0.00156935,0.00156935
89,380.378,0.95078,0.94456,0.35337,0.57593,1.23544,0.92454,1,0.98948,0.70259,0.88331,0.95556,0.92291,0.85903,0.96665,0.50131,0.09327,0.45455,1.41621,0.0015644,0.0015644,0.0015644
90,384.299,0.93683,0.96607,0.35653,0.58008,1.23174,0.95709,1,0.99245,0.71539,0.9464,0.98889,0.98059,0.88921,0.97702,0.42281,0.04427,0.44402,1.38564,0.00155945,0.00155945,0.00155945
91,388.23,0.92226,0.91702,0.35967,0.56928,1.23241,0.96772,0.9994,0.99281,0.73629,0.94621,0.9773,0.9638,0.87217,0.93479,0.51138,0.06718,0.42465,1.35672,0.0015545,0.0015545,0.0015545
92,392.139,0.9352,0.93471,0.33633,0.56816,1.23508,0.92612,0.93333,0.98315,0.72886,0.92612,0.93333,0.97402,0.81663,0.98671,0.65145,0.10184,0.49468,1.35978,0.00154955,0.00154955,0.00154955
93,396.05,0.90507,1.02218,0.35119,0.5574,1.2189,0.95882,0.97778,0.98527,0.7235,0.93593,0.95556,0.94826,0.88472,0.92605,0.45061,0.06684,0.5014,1.36428,0.0015446,0.0015446,0.0015446
94,399.977,0.92548,0.86752,0.31363,0.55305,1.22963,0.99822,0.98889,0.99349,0.72852,0.97559,0.96667,0.9574,0.87459,0.94344,0.42292,0.03725,0.453,1.35632,0.00153965,0.00153965,0.00153965
95,403.894,0.93509,0.9793,0.34492,0.56617,1.22927,0.97772,0.97535,0.99195,0.72212,0.95545,0.95327,0.9619,0.87455,0.9288,0.41718,0.03619,0.45623,1.35773,0.0015347,0.0015347,0.0015347
96,407.927,0.94261,0.95099,0.32681,0.55637,1.2195,0.95144,0.98889,0.99238,0.68984,0.92952,0.96667,0.96271,0.86509,0.95811,0.53127,0.04932,0.44033,1.41795,0.00152975,0.00152975,0.00152975
97,411.872,0.9463,1.05747,0.32992,0.56445,1.24913,0.95719,0.99366,0.99302,0.7306,0.92509,0.96056,0.94938,0.88479,0.99554,0.4785,0.12888,0.43516,1.37707,0.0015248,0.0015248,0.0015248
98,415.825,0.9156,0.88796,0.31515,0.54754,1.22537,0.98895,0.99487,0.99456,0.73634,0.96689,0.97349,0.96609,0.93324,0.9547,0.34021,0.03102,0.42629,1.35425,0.00151985,0.00151985,0.00151985
99,419.86,0.89177,0.9132,0.35472,0.52987,1.22057,0.97751,0.97778,0.99359,0.72122,0.95512,0.95556,0.95935,0.87217,0.94552,0.43005,0.04819,0.41682,1.36738,0.0015149,0.0015149,0.0015149
100,423.757,0.90884,1.02652,0.34415,0.53916,1.20179,0.97262,0.98889,0.99368,0.73714,0.96691,0.97403,0.9615,0.86484,0.95269,0.45123,0.07807,0.42299,1.37461,0.00150995,0.00150995,0.00150995
101,427.7,0.9109,0.88634,0.3368,0.54652,1.22137,0.98858,0.96225,0.99295,0.73433,0.92376,0.95556,0.92724,0.88565,0.95163,0.465,0.04911,0.41536,1.36191,0.001505,0.001505,0.001505
102,431.627,0.902,0.87436,0.33975,0.56046,1.21384,0.9659,1,0.99212,0.70605,0.94434,0.97778,0.95976,0.93384,0.9574,0.3277,0.06187,0.46564,1.41364,0.00150005,0.00150005,0.00150005
103,435.574,0.87971,0.84991,0.32783,0.5436,1.20967,0.96673,1,0.99246,0.71732,0.95599,0.98889,0.97765,0.93883,0.94255,0.30348,0.08666,0.41957,1.39224,0.0014951,0.0014951,0.0014951
104,439.651,0.90834,0.86697,0.30676,0.53282,1.2177,0.95727,0.9957,0.99148,0.6978,0.93592,0.97377,0.95507,0.85051,0.95871,0.48111,0.0607,0.47286,1.39375,0.00149015,0.00149015,0.00149015
105,443.639,0.87198,0.85391,0.3304,0.52658,1.18753,0.9779,0.98346,0.99289,0.70114,0.95581,0.96124,0.9661,0.89151,0.95311,0.42805,0.03939,0.43854,1.41525,0.0014852,0.0014852,0.0014852
106,447.571,0.93436,0.87864,0.31269,0.55708,1.24499,0.96769,0.99851,0.99368,0.72487,0.9354,0.96541,0.95562,0.9045,0.95973,0.40043,0.03751,0.42227,1.37549,0.00148025,0.00148025,0.00148025
107,451.479,0.93337,0.90004,0.31725,0.57056,1.23317,0.96124,0.98889,0.99033,0.71538,0.95009,0.97778,0.97657,0.91491,0.9368,0.31977,0.04479,0.47066,1.38289,0.0014753,0.0014753,0.0014753
108,455.368,0.92263,0.86371,0.32571,0.54548,1.21212,0.95523,1,0.98955,0.71119,0.934,0.97778,0.96101,0.83547,0.95404,0.51261,0.05127,0.46381,1.36586,0.00147035,0.00147035,0.00147035
109,459.263,0.9112,0.84593,0.32278,0.54358,1.21662,0.9663,1,0.9931,0.74363,0.9663,1,0.9931,0.93385,0.92275,0.28894,0.043,0.41142,1.3207,0.0014654,0.0014654,0.0014654
110,463.257,0.96246,0.86793,0.29732,0.54705,1.24495,0.97816,0.9955,0.99412,0.74258,0.96727,0.98527,0.98033,0.89648,0.95486,0.3899,0.03193,0.42645,1.33805,0.00146045,0.00146045,0.00146045
111,467.206,0.92201,0.85249,0.30697,0.53903,1.21603,0.96765,0.99723,0.99283,0.74965,0.9354,0.96533,0.94919,0.88049,0.87714,0.48822,0.03884,0.41761,1.33108,0.0014555,0.0014555,0.0014555
112,471.136,0.90999,1.00309,0.3232,0.5423,1.21215,0.96384,0.97778,0.99158,0.72696,0.94185,0.95556,0.96246,0.929,0.95158,0.33161,0.04224,0.449,1.34626,0.00145055,0.00145055,0.00145055
113,475.059,0.88838,0.81942,0.324,0.51533,1.18784,0.97768,0.97338,0.9929,0.69404,0.95686,0.98589,0.9805,0.89713,1.01636,0.4104,0.04543,0.44046,1.46798,0.0014456,0.0014456,0.0014456
114,479.045,0.90657,0.79087,0.30658,0.52767,1.20938,0.98718,0.97778,0.99457,0.73911,0.96475,0.95556,0.96385,0.90219,0.99304,0.44617,0.07319,0.4272,1.35106,0.00144065,0.00144065,0.00144065
115,483.026,0.93445,0.88826,0.3051,0.53116,1.22314,0.95559,1,0.99369,0.71577,0.94487,0.98889,0.98099,0.89532,0.94637,0.46648,0.04238,0.43149,1.38716,0.0014357,0.0014357,0.0014357
116,486.947,0.87636,0.81953,0.30286,0.5209,1.18916,0.96764,0.99689,0.99336,0.728,0.94612,0.97556,0.9665,0.90916,0.93697,0.36515,0.04632,0.41598,1.35119,0.00143075,0.00143075,0.00143075
117,490.86,0.92156,0.75994,0.30068,0.53427,1.22324,0.95738,0.99845,0.99314,0.74062,0.90416,0.94338,0.91875,0.88069,0.9221,0.46732,0.05289,0.4231,1.34291,0.0014258,0.0014258,0.0014258
118,494.809,0.8848,0.91827,0.29342,0.52538,1.1997,0.97797,0.98675,0.9931,0.73404,0.92341,0.93771,0.9009,0.87256,0.93881,0.46383,0.03022,0.42312,1.36245,0.00142085,0.00142085,0.00142085
119,498.742,0.92155,0.81481,0.29156,0.54693,1.21467,0.97773,0.97549,0.99198,0.74038,0.94432,0.94225,0.94179,0.89552,0.96738,0.38377,0.03961,0.41259,1.34131,0.0014159,0.0014159,0.0014159
120,502.663,0.92942,0.89886,0.28922,0.54453,1.23217,0.9673,0.98599,0.9937,0.73139,0.91292,0.93191,0.92551,0.8572,0.97064,0.55773,0.02905,0.42199,1.40275,0.00141095,0.00141095,0.00141095
